,time_5000,time_2000,time_10000,adaptive rowing category,age,height,weight,weight_class,profile_id
4,1086.8,416.4,2222.6,able,56,188.0,97.1,H,83
11,1075.6,388.7,2221.0,able,48,185.4,93.0,H,177
17,1006.9,387.3,2051.8,able,45,185.4,73.9,L,389
24,1334.1,523.9,2841.8,able,84,172.7,73.0,L,488
37,1849.6,754.6,3999.7,able,79,172.7,65.8,L,724
39,1725.4,664.5,3401.1,able,82,157.5,68.0,H,743
51,1641.2,639.0,3327.9,able,85,172.7,74.8,L,919
60,1196.4,468.0,2435.2,able,58,180.3,79.4,H,1078
63,1375.1,532.0,2756.9,able,73,177.8,73.9,L,1207
69,1419.9,587.9,3570.3,able,71,180.3,88.0,H,1397
84,1104.6,419.1,2305.4,able,53,180.3,97.1,H,1845
87,1214.1,474.1,2546.7,able,45,182.9,122.5,H,1917
90,1409.2,546.8,2880.7,able,74,180.3,86.2,H,1981
96,1262.7,468.3,2642.3,able,73,177.8,66.2,L,2222
99,1317.5,467.4,2608.8,able,74,188.0,78.5,L,2386
109,1157.5,442.7,2340.7,able,61,182.9,68.9,L,2716
124,1199.3,439.2,2486.0,able,63,188.0,86.2,H,3566
128,1333.2,508.7,2728.1,able,71,182.9,97.5,H,3691
130,1135.3,445.2,2317.1,able,66,185.4,83.9,H,3862
131,1287.1,489.5,2623.4,able,50,182.9,91.2,H,3899
133,1194.7,463.3,2386.0,able,73,188.0,87.1,H,3975
140,1544.5,553.9,3424.4,able,76,182.9,83.9,H,4691
143,1166.6,456.9,2391.1,able,65,170.2,68.5,L,4818
145,1111.1,409.6,2328.0,able,63,193.0,95.3,H,4926
147,1238.4,461.0,2544.4,able,60,172.7,72.6,L,5122
148,1182.6,467.3,2443.0,able,52,175.3,88.0,H,5133
155,1229.7,464.0,2716.5,able,54,180.3,72.6,L,5282
160,1192.9,451.8,2527.6,able,50,182.9,75.8,H,5553
166,1173.2,475.7,2436.3,able,53,180.3,88.9,H,5795
170,1218.7,450.5,2497.7,able,67,193.0,99.8,H,6115
188,1580.6,553.8,2970.6,able,70,182.9,77.6,H,6648
196,1176.6,432.9,2395.2,able,60,193.0,105.7,H,6739
201,1136.5,433.5,2358.1,able,49,185.4,84.8,H,6844
205,1143.8,428.1,2363.1,able,72,182.9,88.9,H,6973
207,1098.7,410.5,2293.5,able,61,188.0,96.2,H,7027
208,1189.9,418.9,2303.9,able,52,182.9,87.5,H,7042
210,1313.7,479.6,2509.5,able,55,167.6,53.1,L,7078
215,1163.4,434.8,2376.6,able,64,193.0,99.8,H,7276
221,1205.9,482.3,2590.9,able,48,190.5,116.6,H,7618
224,1163.1,418.8,2311.2,able,43,182.9,73.9,L,7661
226,1357.1,445.1,2804.7,able,70,193.0,102.1,H,7733
235,1315.7,458.0,2636.2,able,66,172.7,77.1,H,8121
236,1278.3,501.7,2716.6,able,63,188.0,99.8,H,8146
244,1300.4,495.5,2778.7,able,75,175.3,72.1,H,8377
249,1195.7,439.4,2350.5,able,58,185.4,90.7,H,8585
253,1417.5,499.9,2794.4,able,54,170.2,82.1,H,8662
254,1257.8,456.7,2399.6,able,47,185.4,88.9,H,8710
261,1153.7,436.5,2368.7,able,68,185.4,81.2,H,10307
264,1320.6,568.2,2841.2,able,67,188.0,125.6,H,10361
272,1297.5,435.4,2540.2,able,53,180.3,73.0,L,10560
274,1451.7,557.3,3037.3,able,66,172.7,88.9,H,10648
277,1144.1,449.1,2394.1,able,51,182.9,74.8,H,10692
281,1231.5,455.8,2508.5,able,64,185.4,87.1,H,10892
283,1361.1,526.1,2920.9,able,60,177.8,74.4,H,10953
284,1177.9,450.8,2372.3,able,62,188.0,79.4,H,10961
290,1190.5,457.9,2389.7,able,61,182.9,74.8,L,11362
301,1662.0,593.4,3134.5,able,70,172.7,90.7,H,11818
303,1058.8,408.5,2247.6,able,41,185.4,93.9,H,11938
308,1364.5,512.5,2783.7,able,61,182.9,106.1,H,12040
309,1308.7,567.4,2696.3,able,64,177.8,93.9,H,12072
311,1159.1,431.2,2384.1,able,61,185.4,89.8,H,12129
314,1210.8,471.5,2554.3,able,59,188.0,83.0,H,12350
322,1290.2,502.3,2824.7,able,66,180.3,84.8,H,12577
325,1294.0,507.1,2748.3,able,73,177.8,85.7,H,12784
330,1104.7,427.4,2330.2,able,59,185.4,78.9,H,12872
337,1376.6,516.0,2667.6,able,62,182.9,122.5,H,13535
338,1188.6,449.4,2457.6,able,51,167.6,81.6,H,13581
342,1256.6,486.0,2567.0,able,72,190.5,92.1,H,14340
344,1377.3,514.1,2747.9,able,61,177.8,97.1,H,14666
352,1429.9,514.8,2783.8,able,56,167.6,126.1,H,15644
369,1202.1,482.5,2449.1,able,66,188.0,88.5,H,16519
373,1291.0,547.4,2798.4,able,71,180.3,81.2,L,16597
380,1123.0,413.0,2291.0,able,50,200.7,117.9,H,16743
382,1157.4,443.9,2390.4,able,65,177.8,74.8,L,16832
390,1062.3,408.0,2173.2,able,52,180.3,88.5,H,17152
410,1279.1,503.1,2749.1,able,59,188.0,87.1,H,17712
412,1069.7,444.5,2234.7,able,51,198.1,104.8,H,17779
414,1403.5,527.6,2929.1,able,80,188.0,84.8,H,17890
416,1236.6,467.1,2509.2,able,61,177.8,84.8,H,17942
421,1208.5,451.0,2448.2,able,55,185.4,77.1,L,18197
433,1094.1,410.3,2274.9,able,56,175.3,74.4,L,18694
435,1344.8,506.4,2742.7,able,68,170.2,88.5,H,18728
436,1121.2,414.7,2331.8,able,57,200.7,122.5,H,18740
437,1732.6,741.0,3721.0,able,58,165.1,51.3,L,18751
445,1319.5,491.7,2816.9,able,52,172.7,76.2,H,18925
449,1179.2,458.8,2448.5,able,60,180.3,74.4,L,18982
453,1159.1,446.5,2330.2,able,58,188.0,93.0,H,19119
469,1335.2,498.4,2898.9,able,42,175.3,86.2,H,19888
474,1274.6,496.2,2556.5,able,61,188.0,124.7,H,20084
481,1445.4,585.6,2888.0,able,69,162.6,54.4,L,20208
484,1483.6,550.7,3170.4,able,54,165.1,49.9,L,20241
493,1150.1,456.4,2369.0,able,63,177.8,73.9,L,20449
496,1273.2,476.6,2749.1,able,74,177.8,82.1,H,20496
506,1261.4,497.0,2698.9,able,70,182.9,88.5,H,20860
507,1183.4,464.7,2408.4,able,63,190.5,88.5,H,20877
537,1183.3,434.9,2417.1,able,76,193.0,86.2,H,21924
542,1129.8,433.5,2373.1,able,51,188.0,115.7,H,22015
543,1295.7,518.7,2667.5,able,73,175.3,65.8,L,22037
545,1198.4,478.1,2581.8,able,56,195.6,117.0,H,22063
546,1105.9,430.0,2279.2,able,67,188.0,82.1,H,22119
557,1118.0,422.1,2326.9,able,56,172.7,83.9,H,22681
566,1358.9,529.7,2747.0,able,83,182.9,83.9,H,22951
573,1243.2,477.3,2521.2,able,66,177.8,91.2,H,23081
577,1255.8,506.1,2674.8,able,53,185.4,96.2,H,25185
578,1226.6,476.6,2616.8,able,67,188.0,88.0,H,25203
586,998.6,379.3,2085.0,able,51,185.4,93.0,H,25364
588,1054.7,405.2,2155.0,able,49,185.4,104.8,H,25392
603,1372.3,592.3,2956.7,able,50,182.9,79.4,H,28373
608,1254.8,479.8,2560.0,able,67,182.9,70.3,L,28629
615,1307.3,498.4,2695.4,able,64,175.3,72.1,L,28953
628,1170.1,433.9,2349.3,able,40,180.3,81.6,H,29486
636,1216.1,474.7,2629.2,able,58,172.7,62.6,H,29810
641,1110.4,396.6,2336.6,able,51,177.8,74.8,L,29950
654,1492.9,495.6,2720.6,able,64,180.3,98.0,H,30644
656,1193.0,461.4,2508.8,able,64,182.9,83.0,H,30671
659,1295.8,466.0,2623.5,able,63,185.4,99.8,H,30823
664,1373.6,535.7,2806.4,able,64,182.9,98.9,H,31852
668,1247.2,470.9,2586.0,able,69,180.3,104.3,H,32415
671,1189.0,476.9,2464.3,able,57,185.4,104.3,H,32542
692,1499.0,586.2,3174.2,able,60,180.3,93.0,H,33786
694,1236.7,489.3,2494.6,able,50,177.8,92.1,H,34034
699,1218.6,480.0,2475.0,able,72,182.9,74.8,H,34111
708,1324.6,465.0,2493.5,able,64,175.3,94.8,H,40466
710,1518.9,581.0,2929.5,able,72,190.5,123.8,H,40541
715,1399.8,564.0,2931.3,able,64,170.2,74.8,H,40658
718,1285.3,522.9,2631.3,able,66,195.6,84.8,H,40865
734,1270.8,470.9,2568.3,able,65,172.7,71.7,L,41259
740,1228.8,518.6,2515.9,able,47,177.8,70.3,L,41578
742,1191.7,449.9,2496.4,able,51,177.8,87.5,H,41592
749,1048.6,396.8,2217.6,able,43,182.9,87.5,H,41784
761,1179.0,493.7,2453.9,able,59,185.4,123.8,H,42377
764,1120.5,423.9,2244.6,able,44,182.9,83.9,H,42552
767,1266.1,538.7,2744.2,able,54,180.3,133.4,H,42901
768,1305.0,464.4,2624.0,able,55,177.8,69.9,L,43022
775,1259.0,500.3,2666.3,able,60,182.9,81.6,H,43440
782,1354.0,496.5,2788.0,able,50,170.2,77.1,H,43598
785,1025.4,390.3,2123.2,able,51,185.4,89.8,H,43644
791,1180.8,461.7,2436.4,able,64,203.2,104.8,H,44070
793,1078.6,415.2,2212.4,able,52,195.6,93.9,H,44117
808,1255.3,472.5,2472.7,able,60,170.2,103.9,H,44995
809,1567.0,656.8,3501.8,able,73,165.1,63.0,H,45006
813,1259.6,474.8,2615.4,able,44,172.7,74.8,H,45069
819,1109.7,413.0,2278.0,able,39,180.3,78.9,H,45247
838,1142.5,464.5,2337.4,able,46,190.5,113.4,H,45820
841,1188.0,467.9,2388.9,able,63,172.7,72.6,L,45952
844,1237.7,460.0,2646.5,able,44,190.5,112.9,H,46033
856,1110.5,417.9,2273.5,able,51,185.4,88.0,H,46458
857,1138.8,439.8,2374.6,able,57,188.0,95.3,H,46497
880,1172.2,452.3,2333.0,able,59,180.3,93.0,H,47084
895,1603.8,602.0,4124.6,able,65,170.2,62.6,H,47515
897,1439.0,536.0,2752.0,able,73,182.9,77.1,H,47592
934,1303.1,478.5,2739.6,able,52,177.8,83.9,H,65389
935,1169.4,455.8,2562.5,able,68,195.6,106.1,H,65418
937,1114.9,414.4,2332.4,able,56,185.4,83.9,H,65523
940,1325.0,516.0,2600.2,able,61,182.9,102.1,H,65631
943,1210.0,467.9,2564.9,able,53,180.3,81.6,H,65734
945,1279.6,493.7,2635.4,able,59,180.3,89.8,H,65792
958,1212.8,455.0,2455.7,able,44,180.3,84.8,H,66257
960,1320.7,509.4,2742.9,able,70,177.8,88.5,H,66346
961,1113.7,426.4,2270.7,able,57,182.9,77.1,H,66387
963,1258.2,476.2,2907.0,able,55,193.0,98.0,H,66394
967,1087.6,424.8,2309.4,able,57,188.0,88.9,H,66616
969,1172.0,452.5,2352.0,able,58,170.2,64.9,L,66648
977,1186.7,465.1,2546.0,able,59,177.8,108.0,H,67050
990,1136.0,430.4,2369.0,able,52,182.9,87.1,H,67620
997,1355.7,526.8,2817.5,able,64,177.8,97.5,H,68115
1004,1333.9,506.6,2731.2,able,64,190.5,84.8,H,71911
1008,1255.7,486.0,2555.4,able,48,175.3,74.8,L,72217
1025,1250.3,485.6,2443.4,able,55,182.9,81.6,H,77755
1038,1280.5,499.5,2645.5,able,74,180.3,68.0,L,84075
1039,1394.3,548.8,2800.0,able,62,160.0,56.7,L,84086
1043,1171.5,446.0,2525.3,able,54,172.7,68.0,L,84504
1046,1253.2,468.7,2582.5,able,64,188.0,88.5,H,86118
1056,1078.4,416.2,2202.6,able,63,193.0,102.1,H,86494
1065,1196.8,452.8,2448.0,able,32,190.5,99.8,H,89942
1079,1427.4,496.4,2996.4,able,58,167.6,72.1,L,90592
1081,1110.1,408.8,2355.4,able,50,190.5,96.6,H,90629
1086,1367.3,614.2,2701.9,able,51,200.7,128.8,H,91152
1087,1161.5,438.2,2453.5,able,49,188.0,97.5,H,91328
1094,1056.5,393.4,2155.2,able,38,185.4,83.0,H,91514
1098,1334.0,531.3,2668.4,able,57,175.3,97.1,H,91701
1103,1241.0,496.0,2524.0,able,54,182.9,125.2,H,91902
1111,1349.0,549.1,2919.5,able,60,172.7,68.0,H,92133
1113,1182.9,434.0,2426.0,able,55,182.9,81.6,H,92150
1115,1318.4,528.0,2774.9,able,63,167.6,71.2,L,92242
1118,1253.9,492.3,2549.3,able,70,177.8,73.5,L,92470
1126,1220.8,476.4,2695.1,able,57,188.0,93.0,H,92866
1127,1173.4,449.3,2415.5,able,61,180.3,73.0,L,92935
1134,1074.4,397.8,2234.5,able,39,190.5,83.9,H,93139
1135,1282.6,534.1,2641.9,able,62,185.4,88.9,H,93253
1150,1117.3,416.1,2208.4,able,37,177.8,74.8,L,93628
1152,1210.2,400.8,2435.3,able,41,190.5,99.3,H,93680
1160,1086.3,423.3,2208.3,able,61,182.9,81.6,H,94164
1161,1219.1,498.2,2460.9,able,54,188.0,78.0,H,94180
1163,1253.3,475.0,2493.1,able,73,172.7,83.0,H,94199
1173,1742.2,631.5,3451.1,able,77,185.4,93.0,L,95127
1178,1377.9,532.4,2775.8,able,56,180.3,117.9,H,95362
1184,1192.7,433.1,2515.3,able,47,175.3,90.3,H,96565
1189,1169.2,453.7,2399.3,able,45,200.7,93.0,H,96766
1192,1547.0,574.0,2927.0,able,56,175.3,63.5,H,96859
1215,1134.4,427.0,2266.4,able,61,182.9,91.2,H,97755
1217,1344.0,519.4,2741.8,able,50,170.2,72.6,H,97855
1219,1543.8,587.8,3099.9,able,23,167.6,63.5,H,97881
1244,1366.8,551.1,2896.1,able,71,180.3,81.2,H,98729
1255,1396.3,539.7,2987.9,able,75,185.4,77.1,H,99018
1259,1174.2,443.3,2455.2,able,72,193.0,95.3,H,99124
1271,1290.3,489.7,2787.4,able,50,182.9,93.0,H,99684
1273,1154.4,418.9,2534.6,able,48,182.9,104.3,H,99715
1289,1247.2,492.9,2545.5,able,66,193.0,89.8,H,100313
1302,1208.7,449.4,2517.7,able,66,180.3,73.9,L,100633
1303,1688.2,672.2,3645.3,able,76,157.5,107.0,H,100655
1306,1314.1,514.0,2752.0,able,79,193.0,86.2,H,100798
1312,1083.6,410.5,2226.1,able,52,185.4,112.9,H,100964
1314,1297.5,490.1,2577.8,able,64,193.0,100.7,H,100986
1315,1229.1,455.0,2470.0,able,52,188.0,90.7,H,100990
1321,1342.7,578.8,2738.7,able,76,172.7,76.2,H,101272
1338,1312.2,509.5,2756.3,able,69,180.3,76.2,H,107717
1343,1268.8,482.0,2613.1,able,81,172.7,72.1,L,107785
1345,1189.8,450.0,2450.2,able,66,190.5,102.1,H,107842
1351,1415.0,569.0,2950.0,able,77,167.6,72.6,L,108071
1356,1230.7,474.9,2707.9,able,55,188.0,104.8,H,108318
1362,1259.9,464.9,2655.7,able,46,180.3,95.3,H,108674
1367,1550.2,532.9,2928.7,able,58,185.4,95.3,H,108900
1378,1097.0,415.6,2275.4,able,47,180.3,87.1,H,109353
1389,1074.3,400.0,2231.7,able,44,193.0,94.8,H,109531
1390,1174.1,441.9,2645.9,able,50,188.0,94.8,H,109665
1392,1470.4,524.7,2928.8,able,58,175.3,78.9,H,109761
1409,1021.5,401.2,2127.1,able,45,190.5,94.8,H,115743
1423,1161.2,436.3,2369.6,able,50,175.3,85.3,H,122771
1427,1277.1,499.4,2560.0,able,49,198.1,124.7,H,124679
1431,1309.7,491.5,2770.0,able,49,182.9,68.9,H,124922
1434,1260.6,466.3,2549.6,able,60,182.9,84.8,H,125078
1435,1187.1,433.8,2452.1,able,46,175.3,85.7,H,125105
1438,1280.0,468.0,2538.0,able,64,177.8,78.9,H,125582
1441,1348.0,523.4,2771.6,able,74,182.9,74.8,H,126903
1442,1226.3,484.0,2527.0,able,62,175.3,78.9,H,127125
1448,1186.1,450.4,2488.8,able,52,172.7,70.3,L,131246
1449,1364.5,527.5,2796.9,able,77,182.9,66.7,L,131283
1450,1191.6,464.8,2434.5,able,61,175.3,74.8,L,133253
1451,1243.8,485.4,2525.9,able,68,180.3,74.4,L,133261
1461,1272.0,425.2,2568.7,able,56,185.4,111.1,H,140188
1468,1160.5,439.6,2507.0,able,40,177.8,83.9,H,140441
1471,1384.0,545.3,2935.9,able,76,185.4,73.9,H,140535
1494,1286.3,483.4,2544.4,able,50,190.5,82.1,H,141165
1531,1396.5,518.3,2902.1,able,52,172.7,95.3,H,142511
1535,1355.3,496.2,2856.7,able,44,188.0,110.2,H,142540
1539,1068.5,413.4,2190.2,able,49,188.0,83.5,H,142700
1544,1139.4,423.9,2325.0,able,56,182.9,88.9,H,142801
1547,1182.7,446.9,2447.4,able,50,180.3,94.3,H,142961
1549,1104.8,416.8,2256.0,able,59,185.4,90.7,H,143190
1557,1129.8,435.5,2324.2,able,46,182.9,92.1,H,143470
1559,1646.4,662.6,3171.5,able,77,175.3,80.3,H,143504
1567,1250.9,494.7,2595.1,able,58,170.2,72.6,H,143904
1582,1222.0,472.1,2562.9,able,64,190.5,88.5,H,144445
1587,1150.4,431.4,2342.7,able,41,182.9,81.2,H,144745
1588,1116.2,434.8,2291.2,able,55,195.6,97.1,H,144859
1597,1166.2,454.5,2466.5,able,52,193.0,125.2,H,145197
1600,1220.2,456.9,2505.5,able,57,177.8,69.9,L,145270
1621,1151.7,445.3,2488.5,able,53,182.9,81.6,H,146346
1625,1322.0,481.2,2942.7,able,37,185.4,104.3,H,146594
1631,1248.0,474.2,2579.7,able,68,188.0,86.2,H,146755
1633,1154.0,438.9,2369.2,able,35,182.9,74.8,L,146855
1637,1468.7,557.6,2847.8,able,57,167.6,88.5,H,147013
1644,1143.8,446.0,2367.4,able,50,188.0,88.0,H,147450
1649,1244.0,475.0,2812.0,able,66,177.8,77.1,H,147528
1654,1144.4,431.2,2367.6,able,41,182.9,74.4,L,147693
1656,1263.5,492.4,2618.8,able,38,175.3,103.9,H,147730
1658,1082.5,419.7,2242.2,able,41,180.3,85.7,H,147832
1664,1200.6,457.8,2458.2,able,57,177.8,90.7,H,147950
1680,1482.7,584.2,3095.6,able,61,167.6,64.0,H,148790
1685,1419.3,557.1,2828.2,able,56,182.9,81.6,H,148958
1725,1193.9,441.4,2446.0,able,54,180.3,78.0,H,150273
1726,1128.7,422.7,2311.6,able,62,182.9,78.9,H,150277
1738,1421.4,516.7,2747.3,able,51,180.3,83.9,H,150477
1741,1471.8,543.3,3290.2,able,40,172.7,83.0,H,150527
1754,1137.6,439.8,2597.1,able,56,185.4,98.9,H,151197
1783,1436.6,551.4,2990.1,able,64,177.8,72.1,H,152092
1787,1169.9,447.1,2357.4,able,53,188.0,90.7,H,152295
1788,1150.9,469.8,2382.1,able,59,185.4,94.8,H,152301
1804,1196.4,468.7,2655.8,able,59,195.6,97.5,H,152773
1807,1235.8,486.1,2575.3,able,65,190.5,95.3,H,152867
1808,1327.1,505.5,2794.4,able,70,172.7,81.2,H,152884
1827,1060.2,398.2,2289.9,able,43,182.9,81.2,H,153598
1831,1197.0,438.7,2463.6,able,57,185.4,98.9,H,153712
1832,1152.3,436.9,2398.1,able,34,177.8,70.8,L,153717
1850,1124.9,435.0,2377.3,able,51,190.5,89.8,H,156771
1851,1160.2,430.2,2318.9,able,53,188.0,98.0,H,156772
1852,1075.8,405.7,2253.5,able,54,190.5,84.8,H,156776
1854,1281.0,499.6,2698.2,able,62,180.3,126.1,H,156953
1859,1188.8,488.1,2414.1,able,56,177.8,88.9,H,157180
1865,1110.5,433.5,2277.2,able,39,190.5,90.7,H,161509
1866,1341.1,503.7,2721.9,able,76,190.5,87.1,H,161558
1869,1157.0,540.0,2327.7,able,54,188.0,89.8,H,161782
1872,1464.1,579.6,2818.8,able,67,177.8,76.2,L,161885
1879,1806.0,650.0,3837.8,able,63,162.6,70.8,H,164942
1882,1471.6,569.9,3045.6,able,50,182.9,115.7,H,165005
1889,1094.4,415.5,2389.9,able,50,177.8,81.2,H,165986
1897,1171.2,439.4,2336.6,able,46,190.5,90.7,H,166368
1915,1179.8,471.9,2506.2,able,62,190.5,104.3,H,167581
1925,1255.2,482.4,2562.9,able,57,177.8,98.0,H,167768
1929,1463.3,569.0,2954.7,able,70,177.8,71.2,L,167944
1934,1600.0,634.0,3288.0,able,86,177.8,81.2,H,168172
1942,1447.0,551.8,3086.6,able,82,175.3,54.0,L,176139
1946,1108.3,421.4,2393.0,able,65,175.3,73.5,L,176265
1949,1114.6,407.8,2443.6,able,34,188.0,74.8,H,176410
1960,1134.3,437.3,2375.9,able,55,188.0,89.8,H,177773
1962,1238.8,466.0,2569.8,able,67,188.0,93.9,H,177872
1971,1312.8,619.3,3226.6,able,45,180.3,108.9,H,178119
1983,1439.7,540.4,2901.4,able,66,172.7,86.2,H,185598
1985,1136.2,433.1,2347.7,able,50,172.7,90.7,H,185636
1988,1408.1,539.7,2834.8,able,45,175.3,75.3,H,185715
1990,1460.8,589.4,3120.5,able,48,160.0,59.0,L,185886
1991,1097.3,410.8,2304.8,able,51,190.5,93.9,H,185915
1997,1089.5,424.2,2363.6,able,65,185.4,93.9,H,188641
2015,1091.2,413.1,2310.9,able,38,177.8,72.6,L,189524
2017,1184.0,446.1,2387.0,able,61,180.3,79.8,H,189534
2021,1233.7,505.3,2490.6,able,62,188.0,91.2,H,189623
2024,1298.2,492.2,2664.4,able,61,182.9,83.9,H,189703
2033,1298.8,513.2,2603.5,able,64,185.4,106.6,H,190003
2035,1328.4,494.6,2667.7,able,67,185.4,93.0,H,190085
2037,1123.8,445.3,2295.0,able,49,185.4,88.5,H,190111
2046,1130.3,426.8,2328.4,able,40,198.1,104.8,H,190574
2048,1390.5,552.6,2899.5,able,52,177.8,63.5,L,190588
2049,1035.7,388.2,2133.3,able,54,185.4,90.7,H,190605
2050,1152.7,440.9,2395.6,able,49,188.0,94.3,H,190636
2064,1389.2,491.2,3027.4,able,62,180.3,102.1,H,190990
2067,1199.8,446.8,2497.9,able,49,180.3,93.9,H,191121
2069,1288.7,499.5,2675.2,able,70,188.0,93.9,H,191195
2072,1386.7,546.3,2856.3,able,77,175.3,71.2,L,191394
2081,1688.5,622.4,3409.0,able,59,175.3,98.9,H,191594
2085,1365.0,555.4,2815.6,able,55,170.2,64.9,H,191676
2098,1112.7,449.2,2309.3,able,54,182.9,69.9,L,192609
2100,1186.2,466.7,2491.2,able,43,185.4,87.1,H,192625
2102,1417.1,532.8,3008.4,able,55,177.8,73.0,H,192645
2106,1163.1,446.1,2400.3,able,74,177.8,81.2,H,192697
2108,1514.5,565.6,3200.7,able,71,162.6,59.9,L,192705
2114,1297.6,498.2,2657.7,able,51,177.8,115.2,H,192862
2118,1318.7,485.5,2794.6,able,65,188.0,88.5,H,193086
2129,1185.3,437.6,2435.8,able,50,185.4,88.5,H,193390
2132,1152.9,431.6,2398.1,able,59,190.5,99.8,H,193477
2134,1270.9,479.8,2676.7,able,55,188.0,109.8,H,193528
2144,1196.5,460.1,2478.0,able,59,177.8,93.9,H,193987
2157,1092.4,416.0,2278.3,able,56,182.9,99.8,H,194243
2169,1238.0,474.0,2545.0,able,54,188.0,88.9,H,194533
2174,1130.6,421.0,2293.6,able,45,185.4,102.1,H,194741
2179,1224.2,468.6,2549.8,able,56,182.9,83.9,H,194925
2187,1299.2,441.0,2739.8,able,59,185.4,140.6,H,195188
2189,1370.1,470.8,2606.3,able,70,182.9,94.8,H,195231
2198,1213.5,474.6,2527.8,able,64,180.3,93.0,H,195580
2205,1273.0,485.2,2621.3,able,71,188.0,81.6,H,195750
2211,1285.6,501.8,2752.4,able,67,195.6,108.0,H,195889
2221,1169.1,429.9,2353.8,able,36,185.4,93.0,H,196296
2235,1169.2,444.1,2362.6,able,42,177.8,79.4,H,196902
2237,1348.0,489.6,2729.3,able,66,180.3,77.1,H,197001
2244,1287.3,495.1,2626.4,able,63,182.9,83.9,H,197321
2247,1044.3,407.0,2126.0,able,49,190.5,94.8,H,197422
2249,1268.6,473.7,2768.9,able,57,193.0,93.0,H,197468
2251,1214.5,552.7,2483.5,able,52,190.5,132.0,H,197579
2253,1499.2,637.5,3027.8,able,85,182.9,89.8,H,197643
2254,1413.3,529.9,2917.4,able,64,175.3,88.5,H,197796
2261,1116.9,432.0,2278.5,able,57,185.4,83.0,H,197955
2262,1270.9,496.9,2614.8,able,62,177.8,80.7,H,197982
2263,1674.2,598.4,3958.4,able,52,157.5,56.2,L,197998
2272,1289.4,472.1,2607.1,able,53,180.3,90.7,H,201552
2295,1184.9,469.7,2428.8,able,72,172.7,68.0,L,202457
2311,1305.7,490.5,2668.9,able,51,185.4,79.4,H,203159
2316,1186.7,447.3,2506.3,able,62,180.3,97.5,H,203297
2319,1356.3,532.4,2942.0,able,77,180.3,83.9,H,203410
2332,1181.8,463.0,2425.8,able,69,175.3,83.0,H,204004
2336,1117.4,430.7,2362.2,able,53,177.8,74.8,L,204116
2341,1358.3,514.6,2927.2,able,74,182.9,78.9,H,204311
2351,1156.5,441.0,2326.6,able,55,180.3,86.6,H,210671
2355,1048.7,405.8,2142.1,able,52,180.3,88.9,H,210727
2358,1082.0,413.8,2238.0,able,41,185.4,92.1,H,210761
2365,1177.5,469.0,2492.4,able,61,188.0,87.1,H,211034
2370,1454.1,542.3,2868.4,able,77,170.2,55.8,L,211221
2392,1320.9,528.7,2718.7,able,68,167.6,71.2,L,220387
2394,1138.4,440.7,2361.6,able,50,188.0,93.0,H,220452
2395,1359.0,528.5,2800.2,able,66,154.9,58.1,L,220462
2398,1072.5,410.6,2273.1,able,49,185.4,86.2,H,220512
2401,1220.6,465.3,2461.8,able,74,185.4,98.0,H,220554
2409,1078.2,416.6,2244.8,able,38,185.4,83.0,H,220730
2411,988.2,378.8,2207.3,able,44,203.2,110.2,H,220789
2412,1134.1,435.7,2362.6,able,46,182.9,91.2,H,220849
2421,1203.9,543.4,2598.7,able,46,180.3,73.0,L,221340
2424,1465.5,589.8,2964.2,able,50,190.5,92.1,H,221464
2427,1011.8,387.4,2076.6,able,50,185.4,89.8,H,221509
2437,1152.3,435.9,2347.8,able,47,182.9,95.3,H,222110
2455,1399.7,519.8,2799.5,able,62,182.9,147.0,H,223207
2456,1388.2,518.6,2848.1,able,61,175.3,61.2,L,223222
2465,1360.1,518.2,2819.8,able,63,175.3,68.0,H,223486
2470,1194.4,446.6,2514.4,able,65,185.4,99.8,H,223750
2477,1060.0,376.1,2175.4,able,43,185.4,91.2,H,224111
2479,1170.7,459.9,2449.0,able,58,190.5,99.3,H,224118
2483,1286.3,526.5,2825.7,able,68,180.3,86.6,H,224225
2484,1229.7,464.8,2537.8,able,48,175.3,81.2,H,224229
2486,1232.2,472.6,2550.9,able,49,165.1,59.9,L,224409
2488,1135.8,434.0,2328.4,able,60,195.6,94.8,H,224517
2493,1355.6,566.6,2794.5,able,76,175.3,97.5,H,224818
2495,1409.9,582.6,2972.7,PR3 (PD),52,177.8,88.9,H,224854
2499,1145.4,454.7,2399.9,able,66,182.9,88.0,H,225012
2500,1295.3,498.2,2706.4,able,69,180.3,74.8,H,225054
2502,1394.1,567.6,2878.5,able,62,182.9,155.1,H,225162
2511,1191.0,465.0,2445.0,able,40,182.9,82.6,H,230047
2512,1172.4,459.8,2361.6,able,61,175.3,78.9,H,230059
2513,1184.7,446.5,2387.9,able,58,182.9,85.7,H,230084
2514,1148.5,446.9,2375.0,able,59,175.3,69.9,L,230140
2545,1135.5,426.0,2351.4,able,47,182.9,72.6,L,245100
2550,1134.3,440.5,2355.5,able,41,182.9,78.5,H,245288
2556,1130.4,431.6,2400.8,able,56,185.4,90.7,H,245635
2557,1182.4,467.2,2445.0,able,54,172.7,70.8,L,245662
2565,1241.4,463.1,2480.8,able,55,175.3,110.2,H,248405
2572,1174.0,413.4,2391.9,able,60,200.7,96.2,H,251187
2577,1185.2,451.3,2470.5,able,54,182.9,78.0,H,251312
2582,1127.0,434.3,2357.7,able,53,188.0,74.8,H,251498
