,time_5000,time_2000,time_10000,adaptive rowing category,age,height,weight,weight_class,profile_id
30456,1194.4,437.8,2388.3,able,41,177.8,81.6,H,1241331
30458,1103.5,422.6,2294.7,able,40,170.2,64.9,L,1241342
30461,1291.5,504.9,2689.8,able,56,167.6,68.9,H,1241352
30471,1286.4,472.4,2691.9,able,33,175.3,74.8,L,1241395
30473,1094.3,404.3,2245.4,able,35,180.3,97.5,H,1241403
30498,1332.2,499.5,2817.0,able,33,167.6,67.6,H,1241581
30505,1018.7,387.0,2144.0,able,31,188.0,79.4,H,1241629
30518,1034.6,389.4,2243.4,able,39,190.5,87.1,H,1241760
30538,1398.0,517.0,2720.0,able,62,175.3,97.5,H,1241893
30540,1350.3,504.9,2793.2,able,43,193.0,106.1,H,1241914
30564,1387.5,520.2,3065.1,able,44,172.7,68.9,H,1242071
30576,1195.4,446.6,2530.5,able,40,188.0,92.1,H,1242196
30586,1738.0,629.0,4991.0,able,42,167.6,62.1,H,1242298
30591,1304.5,488.7,2832.9,able,38,175.3,68.0,H,1242342
30594,1080.1,393.9,2261.9,able,29,185.4,95.3,H,1242363
30602,1165.6,454.5,2413.7,able,44,175.3,69.9,L,1242395
30618,1154.0,410.8,2396.5,able,45,193.0,95.3,H,1242496
30628,1423.8,704.1,2969.6,able,52,170.2,75.3,H,1242590
30647,1252.6,464.0,2563.9,able,33,180.3,72.6,L,1242773
30649,1153.9,455.0,2798.5,able,51,177.8,79.4,H,1242776
30659,1354.3,459.2,2876.3,able,57,177.8,99.8,H,1242849
30673,1184.2,457.9,2632.7,able,64,177.8,84.8,H,1242934
30689,1287.1,471.7,2543.4,able,47,180.3,111.1,H,1243043
30691,1319.6,504.2,2747.5,able,40,177.8,64.0,L,1243048
30692,1335.9,478.4,2627.7,able,41,175.3,104.3,H,1243049
30730,1381.5,527.0,2961.2,able,63,188.0,93.0,H,1243321
30734,1260.2,436.3,2755.5,able,53,177.8,93.0,H,1243347
30746,1120.5,398.9,2215.2,able,48,193.0,87.1,H,1243394
30750,1198.7,451.5,2567.5,able,40,182.9,97.1,H,1243417
30753,1265.8,483.7,2936.6,able,33,185.4,92.1,H,1243443
30771,1127.4,432.6,2376.2,able,31,177.8,72.1,H,1243573
30779,1215.2,480.3,2427.1,able,41,180.3,81.6,H,1243632
30785,1544.7,603.5,2789.2,able,51,177.8,97.5,H,1243681
30788,1108.4,403.9,2253.6,able,44,195.6,104.3,H,1243694
30793,1256.8,492.2,2530.5,able,59,175.3,74.8,H,1243725
30851,1217.1,449.1,2740.9,able,33,177.8,72.1,L,1244138
30858,1171.9,434.5,2483.4,able,40,180.3,97.5,H,1244204
30861,1157.8,438.8,2342.9,able,34,193.0,99.8,H,1244228
30862,1369.3,497.3,3585.7,able,42,193.0,82.1,H,1244237
30870,1286.9,490.7,2598.1,able,50,185.4,93.0,H,1244295
30890,1205.4,426.3,2342.2,able,48,193.0,98.0,H,1244443
30891,1182.2,448.5,2439.9,able,34,182.9,74.8,H,1244446
30898,1258.7,470.8,2749.3,able,43,182.9,112.0,H,1244493
30907,1058.5,399.2,2294.9,able,29,193.0,87.1,H,1244545
30908,1225.2,446.3,2334.9,able,42,193.0,83.9,H,1244546
30927,1096.1,417.9,2248.7,able,55,190.5,86.2,H,1244642
30948,1197.9,470.8,2532.1,able,55,180.3,87.1,H,1244820
30950,1351.5,532.0,3033.3,able,40,182.9,90.7,H,1244832
30957,1241.4,434.5,2553.3,able,42,172.7,102.1,H,1244896
30973,1149.9,438.3,2435.9,able,40,177.8,84.8,H,1244982
30996,1072.5,406.2,2294.2,able,43,193.0,97.5,H,1245153
31005,1278.3,536.3,2660.3,able,42,177.8,94.3,H,1245204
31011,1312.1,469.1,2921.0,able,50,170.2,74.8,L,1245246
31015,1224.6,465.7,2625.0,able,37,190.5,79.4,H,1245279
31017,1375.0,524.2,2931.5,able,55,172.7,94.8,H,1245309
31022,1186.9,488.8,2594.6,able,55,185.4,93.9,H,1245332
31026,1569.6,666.4,3381.3,able,66,170.2,73.9,H,1245347
31030,1266.0,484.4,2618.0,able,60,180.3,101.6,H,1245361
31058,1592.4,530.5,3246.1,able,28,167.6,107.0,H,1245537
31067,1128.9,417.2,2251.6,able,56,188.0,97.5,H,1245577
31081,1403.5,495.4,2586.3,able,52,165.1,77.1,H,1245645
31104,1397.2,614.9,3178.9,able,18,170.2,93.0,H,1245806
31112,1195.8,458.5,2572.0,able,31,165.1,69.9,L,1245859
31120,1185.9,440.0,2455.9,able,53,180.3,88.5,H,1245889
31147,1143.0,408.4,2472.3,able,35,190.5,97.1,H,1246075
31157,1195.9,459.4,2566.8,able,34,193.0,95.3,H,1246123
31162,1371.1,543.7,2790.4,able,46,185.4,90.7,H,1246134
31173,1268.8,480.0,2752.2,able,45,185.4,86.2,H,1246183
31176,1248.8,473.6,2819.0,able,56,180.3,99.8,H,1246193
31195,1257.8,481.3,2613.8,able,72,172.7,71.7,H,1246304
31200,1176.6,446.8,2420.7,able,71,188.0,83.9,H,1246314
31207,1162.8,441.1,2469.6,able,40,193.0,99.8,H,1246337
31220,1182.0,443.4,2489.1,able,47,188.0,90.7,H,1246420
31235,1315.9,495.1,2719.8,able,28,175.3,72.6,H,1246494
31241,1281.0,455.1,2554.8,able,54,180.3,81.6,H,1246523
31244,1096.7,408.0,2286.9,able,60,195.6,111.1,H,1246544
31251,1194.6,467.4,2685.2,able,53,180.3,95.3,H,1246578
31269,1184.4,425.7,2293.8,able,28,198.1,110.2,H,1246653
31272,1228.6,466.8,2574.0,able,41,170.2,63.5,L,1246667
31294,1363.5,528.1,2846.1,able,41,170.2,90.7,H,1246786
31298,1338.4,426.6,2762.1,able,51,180.3,87.1,H,1246820
31312,1153.8,453.9,2470.8,able,58,177.8,82.1,H,1246908
31325,1181.7,403.1,2298.0,able,29,182.9,87.1,H,1246968
31335,1209.7,457.4,2610.0,able,35,185.4,78.9,H,1247045
31343,1344.0,482.2,2755.4,able,53,165.1,62.6,H,1247098
31346,1146.0,413.0,2335.0,able,35,182.9,80.7,H,1247107
31354,1357.4,537.0,2782.6,able,49,165.1,73.0,H,1247145
31366,1308.7,500.9,2677.9,able,58,167.6,81.6,L,1247198
31371,1210.3,477.5,2482.2,able,52,182.9,74.4,L,1247216
31378,1542.2,582.3,3200.1,able,67,177.8,68.0,L,1247251
31385,1125.3,443.2,2386.7,able,33,182.9,95.7,H,1247305
31413,1256.4,465.0,2601.6,able,36,177.8,72.1,L,1247491
31414,1250.9,487.4,2542.2,able,63,177.8,69.4,L,1247494
31428,1232.1,446.0,2638.1,able,44,195.6,92.1,H,1247589
31441,1190.3,485.3,2458.5,able,50,182.9,93.0,H,1247658
31447,1237.4,531.8,2621.9,able,47,182.9,76.2,H,1247702
31458,1519.3,591.3,3153.8,able,50,165.1,65.8,H,1247759
31483,1186.1,438.6,2491.3,able,56,193.0,92.5,H,1247891
31490,1140.1,427.9,2389.8,able,35,180.3,97.1,H,1247916
31491,1314.0,825.1,2744.2,able,31,175.3,93.0,H,1247921
31493,1136.5,451.6,2449.7,able,47,190.5,91.6,H,1247927
31504,1115.6,436.9,2381.6,able,51,188.0,117.9,H,1247966
31510,1242.2,463.0,2642.2,able,46,170.2,73.9,L,1247999
31526,1305.8,465.4,2659.5,able,50,182.9,94.8,H,1248091
31537,1054.9,418.8,2222.0,able,44,175.3,79.8,H,1248145
31543,1298.8,498.1,2666.5,able,40,172.7,59.9,L,1248167
31558,1283.7,521.3,2749.3,able,54,185.4,106.6,H,1248252
31573,1348.7,626.7,2954.3,able,53,175.3,78.0,H,1248368
31604,1439.2,670.9,3166.1,able,48,180.3,93.4,H,1248577
31608,1320.2,476.3,2553.4,able,59,182.9,88.5,H,1248593
31619,1108.0,455.9,2213.0,able,55,190.5,95.7,H,1248669
31648,1283.7,542.7,2721.0,able,72,175.3,68.9,L,1248801
31657,1199.1,485.6,2494.2,able,56,172.7,74.4,H,1248878
31687,1274.6,506.7,2378.6,able,38,190.5,102.1,H,1249029
31693,1164.9,479.0,2417.7,able,37,188.0,88.9,H,1249059
31708,1406.7,506.3,2659.1,able,52,182.9,79.4,H,1249138
31713,1391.1,484.3,2730.5,able,37,185.4,114.8,H,1249148
31731,1136.1,445.4,2353.6,able,32,175.3,77.6,H,1249252
31735,1139.6,435.0,2390.2,able,36,180.3,81.6,H,1249282
31749,1201.6,458.9,2520.3,able,49,175.3,75.3,H,1249405
31758,1124.5,395.6,2304.0,able,44,190.5,108.0,H,1249445
31781,1338.3,520.2,2841.6,able,47,175.3,90.7,H,1249582
31782,1355.1,483.1,2916.6,able,15,175.3,62.6,L,1249587
31787,1355.0,517.9,2779.8,able,44,165.1,57.6,L,1249623
31788,1550.9,507.6,2918.0,able,62,182.9,97.1,H,1249627
31795,1290.4,474.6,2631.8,able,49,175.3,83.0,H,1249655
31800,1124.4,425.1,2352.4,able,40,180.3,102.1,H,1249670
31809,1128.4,443.7,2308.4,able,41,180.3,86.2,H,1249717
31812,1204.1,459.6,2518.2,able,45,177.8,79.8,H,1249724
31821,1183.0,442.5,2530.6,able,38,175.3,72.1,L,1249760
31834,1148.3,421.2,2366.5,able,36,188.0,88.5,H,1249831
31856,1178.9,445.5,2435.8,able,39,188.0,84.8,H,1249940
31869,1098.2,410.0,2337.8,able,45,182.9,86.2,H,1250007
31873,1064.4,404.5,2400.3,able,37,177.8,76.2,H,1250042
31886,1075.3,404.9,2231.0,able,55,188.0,89.8,H,1250137
31889,1240.6,473.1,2564.3,able,56,182.9,71.2,L,1250157
31895,1169.8,433.4,2393.5,able,30,190.5,124.7,H,1250182
31919,1188.4,442.8,2494.6,able,39,172.7,78.9,H,1250283
31921,1341.7,536.0,2753.6,able,57,175.3,127.0,H,1250294
31925,1125.8,429.3,2499.0,able,32,177.8,79.8,L,1250328
31928,1350.4,510.8,2923.0,able,61,180.3,85.7,H,1250340
31948,1352.4,510.5,2691.3,able,62,182.9,89.8,H,1250467
31954,1201.7,478.3,2631.5,able,35,188.0,90.7,H,1250505
31958,1167.9,464.1,2481.3,able,43,198.1,102.1,H,1250517
31960,1360.9,531.4,2952.8,able,52,177.8,83.9,H,1250520
31961,1248.7,499.4,2580.7,able,43,170.2,81.6,H,1250526
31969,1392.3,504.8,2827.0,able,59,175.3,90.7,H,1250588
31971,1270.1,470.5,2614.8,able,53,170.2,76.2,H,1250612
31974,1109.0,417.9,2302.4,able,59,188.0,89.8,H,1250642
31989,1297.9,488.7,2481.8,able,49,175.3,78.9,L,1250727
31993,1293.0,483.8,2629.6,able,54,188.0,94.3,H,1250759
31995,1114.6,457.0,2303.1,able,51,200.7,91.2,H,1250772
31999,1077.3,403.7,2246.3,able,40,177.8,73.0,L,1250802
32001,1150.0,428.2,2360.0,able,34,188.0,86.2,H,1250813
32020,1320.7,492.7,2626.7,able,38,175.3,73.5,L,1250909
32025,1285.7,526.7,2562.8,able,45,182.9,83.9,H,1250933
32038,1094.9,409.4,2286.4,able,31,193.0,95.3,H,1251011
32043,1266.7,468.7,2611.8,able,45,182.9,73.9,L,1251040
32048,1258.1,471.4,2573.0,able,52,180.3,71.2,L,1251068
32055,1496.3,573.7,3260.6,able,48,165.1,63.5,H,1251109
32060,1658.7,682.6,3286.4,able,44,175.3,117.9,H,1251145
32089,1242.5,457.4,2443.6,able,31,177.8,102.1,H,1251287
32104,1164.3,415.7,2495.0,able,35,182.9,88.0,H,1251341
32107,1340.5,525.5,2823.5,able,35,175.3,66.7,H,1251351
32109,1425.2,579.4,2886.6,able,62,182.9,74.8,H,1251361
32126,991.4,374.5,2071.5,able,35,180.3,82.6,H,1251466
32129,1210.4,453.8,2504.6,able,65,182.9,81.6,H,1251496
32132,1229.3,447.2,2351.6,able,36,193.0,93.9,H,1251513
32133,1107.2,430.4,2319.5,able,26,208.3,92.1,H,1251515
32141,1161.0,421.0,2309.3,able,29,175.3,80.7,H,1251537
32158,1229.6,454.3,2584.9,able,53,172.7,70.3,L,1251620
32168,1244.6,467.3,2749.0,able,33,182.9,73.9,H,1251677
32169,1192.3,459.4,2467.3,able,64,185.4,81.2,H,1251678
32178,1397.4,558.3,3116.3,able,61,175.3,122.5,H,1251734
32179,1289.5,491.4,2788.0,able,44,167.6,122.5,H,1251741
32202,1167.1,469.6,2427.5,able,42,193.0,117.9,H,1251840
32204,1177.1,449.2,2432.2,able,37,172.7,65.8,L,1251850
32205,1449.3,487.1,2766.9,able,46,162.6,60.3,L,1251852
32207,1130.0,431.4,2337.1,able,38,182.9,76.2,H,1251859
32210,1289.0,518.7,2875.5,able,50,182.9,101.6,H,1251882
32215,1364.1,491.9,2736.9,able,52,182.9,93.0,H,1251905
32229,1186.5,469.9,2444.6,able,54,182.9,83.9,H,1251959
32240,1334.1,501.9,2641.8,able,51,182.9,90.3,H,1252034
32248,1234.0,489.8,2517.6,able,62,182.9,83.0,H,1252072
32252,1194.8,448.9,2730.0,able,61,180.3,90.7,H,1252090
32256,1091.2,416.3,2338.3,able,36,203.2,102.1,H,1252104
32266,1337.7,500.4,2799.7,able,45,167.6,58.5,L,1252154
32280,1169.3,478.8,2507.2,able,47,177.8,73.0,L,1252210
32312,1266.0,473.7,2707.8,able,43,175.3,77.1,H,1252439
32320,1319.8,509.7,2857.5,able,76,188.0,86.2,H,1252497
32326,1368.7,531.6,2961.6,able,38,172.7,80.7,H,1252531
32335,1121.3,429.4,2218.0,able,34,182.9,89.8,H,1252591
32355,1200.8,466.4,2611.6,able,48,177.8,86.2,H,1252713
32374,1313.0,523.0,2767.0,able,58,188.0,158.8,H,1252799
32386,1104.4,409.9,2277.6,able,51,185.4,95.3,H,1252861
32389,1187.7,467.9,2530.4,able,32,170.2,102.1,H,1252870
32396,1332.5,485.0,2784.8,able,48,177.8,69.4,H,1252896
32418,1285.1,451.5,2481.7,able,58,180.3,87.5,H,1252974
32429,1072.3,415.8,2318.3,able,39,188.0,88.0,H,1253024
32446,1362.3,437.6,2389.9,able,36,180.3,103.9,H,1253141
32452,1460.6,516.0,3073.8,able,42,180.3,145.2,H,1253161
32454,1174.2,436.1,2433.9,able,33,175.3,73.0,L,1253192
32467,1175.2,444.6,2437.0,able,37,167.6,77.1,H,1253263
32471,1124.1,425.3,2354.5,able,44,193.0,113.4,H,1253289
32480,1355.6,470.1,2498.1,able,43,188.0,97.1,H,1253347
32494,1503.9,604.6,3224.2,able,51,177.8,94.8,H,1253438
32503,1166.4,451.9,2652.5,able,48,175.3,79.4,H,1253493
32515,1206.0,473.9,2574.3,able,58,190.5,82.1,H,1253569
32532,1190.7,455.6,2468.8,able,49,188.0,124.7,H,1253671
32593,1284.1,471.3,2520.5,able,47,185.4,108.4,H,1253957
32595,1226.0,458.3,2536.3,able,65,185.4,68.9,L,1253964
32596,1208.8,449.9,2529.8,able,53,188.0,88.5,H,1253965
32600,1362.8,533.4,2965.3,able,52,167.6,74.8,H,1253985
32603,1106.5,416.2,2395.4,able,36,188.0,92.1,H,1253994
32616,1146.8,441.6,2457.2,able,57,188.0,86.2,H,1254073
32654,1045.7,411.8,2150.8,able,43,193.0,109.8,H,1254258
32655,1215.5,427.1,2396.5,able,22,185.4,80.7,L,1254268
32657,1393.5,494.8,2856.0,able,40,175.3,79.4,H,1254272
32660,1042.7,396.1,2456.1,able,36,190.5,99.8,H,1254279
32666,1081.4,413.8,2227.5,able,37,172.7,73.9,L,1254291
32667,1016.1,379.9,2148.9,able,33,185.4,88.9,H,1254292
32673,1082.8,409.7,2375.5,able,40,182.9,89.4,H,1254319
32677,1147.1,388.0,2225.9,able,33,190.5,97.5,H,1254356
32683,1122.5,403.0,2423.1,able,52,177.8,73.9,L,1254375
32686,1157.5,432.9,2291.0,able,42,177.8,127.0,H,1254388
32702,1286.3,497.4,2633.7,able,73,165.1,63.5,L,1254467
32718,1433.5,537.0,3037.7,able,16,177.8,58.1,L,1254585
32743,1085.2,411.4,2248.2,able,37,182.9,92.1,H,1254690
32749,1446.3,559.7,3047.0,able,55,172.7,93.0,H,1254718
32758,1358.0,523.1,2792.6,able,66,177.8,84.8,H,1254776
32769,1414.8,546.1,3158.3,able,55,175.3,77.1,H,1254826
32774,1366.7,504.6,2957.0,able,60,167.6,72.6,H,1254842
32821,1197.3,472.8,2479.0,able,40,185.4,79.8,H,1255074
32824,1191.9,457.5,2508.9,able,59,188.0,96.6,H,1255086
32830,1199.4,451.3,2512.8,able,37,182.9,40.8,H,1255126
32858,1109.8,414.8,2364.4,able,29,188.0,106.6,H,1255296
32861,1318.8,539.2,2665.1,able,64,177.8,92.1,H,1255302
32875,1292.7,471.7,2666.0,able,49,165.1,81.6,H,1255345
32876,1162.1,450.0,2427.0,able,33,177.8,102.1,H,1255348
32877,1193.0,448.2,2449.7,able,43,177.8,71.2,L,1255351
32878,1154.9,436.1,2358.0,able,71,180.3,68.9,L,1255354
32879,1124.6,435.2,2304.8,able,44,185.4,73.0,L,1255361
32880,1319.9,512.2,2934.4,able,66,172.7,67.1,L,1255370
32908,1219.5,462.3,2501.1,able,58,170.2,68.0,L,1255465
32932,1089.2,403.4,2629.9,able,44,190.5,104.3,H,1255553
32941,1217.6,450.4,2467.7,able,42,177.8,74.8,H,1255586
32946,1433.6,522.2,2956.1,able,33,157.5,59.9,L,1255610
33017,1416.6,504.2,2978.1,able,35,172.7,77.1,H,1255871
33042,1244.6,468.4,2698.0,able,43,190.5,93.9,H,1255973
33046,1200.6,456.6,2453.9,able,63,177.8,79.4,H,1255989
33060,1423.1,483.3,2743.8,able,23,193.0,102.1,H,1256043
33111,1077.3,401.1,2212.1,able,43,180.3,98.0,H,1256310
33145,1059.3,399.1,2193.5,able,52,180.3,88.9,H,1256436
33162,1308.8,494.0,2688.7,able,39,177.8,103.4,H,1256525
33173,1305.9,442.2,2518.8,able,40,180.3,89.4,H,1256584
33186,1428.7,549.6,2803.5,able,46,172.7,68.0,L,1256639
33193,1137.6,420.2,2378.2,able,47,193.0,93.4,H,1256660
33234,1134.0,418.7,2335.5,able,39,193.0,92.1,H,1256814
33255,1051.7,392.3,2346.9,able,47,185.4,86.2,H,1256890
33259,1145.3,443.3,2317.2,able,40,182.9,82.1,H,1256909
33261,1379.6,477.0,2614.4,able,51,177.8,70.3,L,1256918
33265,1347.8,507.5,2868.8,able,56,195.6,113.9,H,1256931
33276,1193.6,460.4,2435.4,able,50,175.3,90.7,H,1256985
33285,1119.7,440.2,2375.3,able,47,193.0,106.6,H,1257032
33318,1182.5,436.9,2372.2,able,24,180.3,82.6,H,1257212
33330,1230.1,469.1,2531.0,able,55,188.0,92.1,H,1257285
33336,1220.3,471.2,2636.2,able,61,180.3,79.4,H,1257311
33345,1038.5,388.2,2166.4,able,35,182.9,86.6,H,1257361
33346,1138.1,408.3,2431.0,able,41,182.9,97.1,H,1257362
33347,1067.0,400.6,2192.2,able,34,180.3,93.9,H,1257363
33348,1106.4,418.0,2291.6,able,35,180.3,79.8,H,1257371
33358,1164.0,447.5,2393.5,able,57,190.5,96.2,H,1257426
33359,1150.8,430.2,2365.2,able,48,177.8,82.1,L,1257427
33362,1349.7,588.2,2610.5,able,41,195.6,93.0,H,1257450
33368,1128.1,419.6,2393.8,able,26,193.0,115.2,H,1257489
33377,1277.6,491.8,2694.1,able,29,167.6,59.0,L,1257529
33384,1159.4,441.5,2395.8,able,49,185.4,88.9,H,1257574
33386,1189.7,466.8,2459.1,able,57,175.3,69.9,L,1257578
33414,1133.7,471.0,2382.1,able,46,185.4,78.0,H,1257765
33416,1195.4,431.5,2536.4,able,65,175.3,74.4,L,1257772
33418,1296.0,510.7,3458.7,able,45,180.3,106.1,H,1257777
33419,1204.0,480.9,2502.2,able,34,175.3,80.7,H,1257781
33428,1611.7,589.4,3403.2,able,24,172.7,78.0,H,1257831
33430,1129.0,425.0,2258.0,able,41,172.7,86.2,H,1257834
33442,1283.8,470.4,2631.0,able,33,180.3,83.9,H,1257902
33444,1108.0,406.5,2215.9,able,53,195.6,108.9,H,1257912
33445,1157.8,446.1,2433.4,able,34,193.0,83.9,H,1257918
33455,1185.0,475.0,2423.0,able,53,180.3,93.0,H,1257972
33463,1194.3,451.1,2597.0,able,49,172.7,74.8,H,1257995
33465,1225.9,475.6,2593.5,able,46,193.0,85.7,H,1258020
33469,1241.5,612.3,2626.4,able,52,182.9,69.9,L,1258046
33480,1346.1,509.4,2972.0,able,35,175.3,88.0,H,1258125
33482,1160.1,436.5,2395.4,able,45,177.8,89.8,H,1258142
33486,1434.4,477.6,2690.1,able,51,177.8,93.4,H,1258165
33488,1274.0,482.2,2601.5,able,56,177.8,112.9,H,1258202
33513,1456.3,512.8,2984.1,able,39,180.3,70.8,L,1258388
33533,1243.7,446.9,2590.2,able,50,188.0,81.2,H,1258499
33545,1287.0,505.0,2612.1,able,63,170.2,72.6,H,1258584
33546,1136.4,430.4,2244.1,able,60,193.0,94.8,H,1258596
33556,1098.3,419.4,2270.2,able,44,185.4,95.3,H,1258660
33563,1199.9,452.6,2575.5,able,39,188.0,103.0,H,1258717
33566,1133.1,446.4,2305.4,able,57,177.8,73.0,L,1258737
33570,1268.3,471.9,2701.9,able,50,182.9,82.1,H,1258761
33592,1170.7,457.5,2460.7,able,43,177.8,95.7,H,1258916
33639,1133.4,428.9,2341.0,able,53,177.8,94.8,H,1259147
33643,1313.2,512.6,2647.8,PR3 (PD),38,185.4,84.8,H,1259172
33653,1096.4,404.5,2238.9,able,43,190.5,108.9,H,1259228
33679,1087.2,406.8,2293.1,able,51,190.5,98.4,H,1259534
33694,1040.3,386.2,2132.9,able,38,177.8,80.7,H,1259632
33695,1204.5,458.4,2527.8,able,62,177.8,97.1,H,1259634
33710,1188.4,437.8,2605.0,able,53,193.0,108.0,H,1259724
33712,1414.6,471.5,2715.0,able,51,172.7,71.2,L,1259728
33715,1240.5,470.0,2522.3,able,60,180.3,79.8,H,1259735
33728,1283.0,492.8,2568.4,able,60,185.4,111.1,H,1259793
33756,1259.8,465.3,2545.1,able,37,188.0,94.8,H,1259958
33775,1168.9,432.0,2391.7,able,25,185.4,97.1,H,1260064
33777,1214.4,467.6,2528.4,able,48,188.0,88.9,H,1260068
33796,1343.5,506.8,2869.5,able,49,180.3,113.9,H,1260166
33803,1305.5,496.7,2712.1,able,47,167.6,61.2,L,1260238
33809,1234.5,463.1,2513.2,able,48,172.7,92.1,H,1260258
33821,1286.1,482.7,3109.9,able,48,175.3,72.6,L,1260321
33841,1203.1,463.2,2561.5,able,54,180.3,79.8,H,1260438
33846,1278.1,504.8,2755.8,able,31,188.0,78.0,H,1260455
33850,1457.7,503.5,2806.1,able,49,170.2,68.0,L,1260478
33857,1267.8,468.8,2511.4,able,56,177.8,73.9,H,1260512
33882,1358.8,477.3,2783.8,able,50,190.5,96.6,H,1260694
33903,1163.8,436.5,2483.6,able,17,177.8,68.0,L,1260793
33906,1207.0,460.8,2557.9,able,46,180.3,90.3,H,1260801
33922,1108.1,419.7,2455.9,able,20,182.9,79.8,H,1260887
33930,1441.8,505.8,3449.6,able,21,160.0,53.1,L,1260923
33933,1122.5,415.0,2332.7,able,54,193.0,98.0,H,1260946
33934,1173.3,446.8,2502.3,able,33,182.9,95.3,H,1260950
33941,1408.0,545.0,3076.0,able,58,188.0,96.6,H,1260965
33946,1397.7,528.2,2876.2,able,53,167.6,58.5,L,1260985
33947,1044.8,377.9,2186.7,able,38,190.5,106.6,H,1260998
33948,1316.0,520.9,2799.3,able,49,177.8,69.9,L,1261002
33958,1006.2,378.5,2114.4,able,32,185.4,120.2,H,1261069
33963,1283.7,461.9,2423.7,able,33,182.9,123.8,H,1261087
33964,1190.3,445.1,2454.8,able,46,188.0,104.3,H,1261088
33971,1132.9,426.1,2384.6,able,41,190.5,104.8,H,1261129
33982,1145.8,433.6,2318.9,able,57,188.0,83.9,H,1261163
33984,1135.3,432.6,2330.4,able,47,188.0,106.6,H,1261167
33989,1366.3,528.7,2958.6,able,52,177.8,92.1,H,1261190
33991,1158.0,448.1,2351.2,able,52,182.9,88.0,H,1261206
34002,1273.7,463.9,2721.0,able,39,177.8,74.8,L,1261278
34012,1219.0,469.5,2540.5,able,37,180.3,62.1,L,1261342
34013,1116.4,406.3,2388.7,able,39,193.0,106.6,H,1261346
34028,1161.1,444.8,2394.0,able,51,180.3,72.6,L,1261422
34034,1145.2,483.1,2385.0,able,46,180.3,90.7,H,1261452
34037,1238.1,481.2,2548.1,able,45,177.8,79.4,H,1261465
34067,1103.2,470.0,2232.0,able,36,193.0,81.2,H,1261604
34085,1039.5,392.7,2178.9,able,32,188.0,94.8,H,1261669
34089,1211.4,465.3,2505.4,able,56,188.0,90.7,H,1261675
34113,1531.3,550.7,3165.8,able,52,165.1,55.8,L,1261780
34117,1192.7,441.1,2446.3,able,52,177.8,66.7,H,1261787
34124,1299.1,490.0,2692.0,able,52,175.3,87.1,H,1261836
34135,1189.7,457.4,2570.1,able,57,177.8,72.6,L,1261885
34139,1154.4,420.8,2378.4,able,17,182.9,75.8,L,1261903
34150,1344.1,518.1,3090.8,able,47,170.2,72.6,H,1261956
34158,1215.0,507.9,2556.3,able,37,180.3,69.9,H,1262003
34163,1377.7,552.4,3098.2,able,52,175.3,73.0,L,1262019
34164,1296.4,496.1,2783.4,able,66,180.3,85.7,H,1262029
34192,1244.7,465.0,3226.0,able,30,200.7,86.6,H,1262130
34224,1107.8,419.3,2298.2,able,31,177.8,73.9,L,1262302
34240,1585.6,667.6,3283.6,able,56,167.6,73.9,H,1262398
34259,1190.4,456.2,2577.4,able,44,188.0,91.6,H,1262483
34270,1269.8,485.3,2684.7,able,39,188.0,131.5,H,1262517
34286,1393.3,544.3,3156.3,able,40,167.6,56.2,H,1262600
34287,1174.9,466.2,2453.4,able,48,177.8,86.2,H,1262601
34317,1367.4,534.8,2937.9,able,39,177.8,122.5,H,1262780
34323,1231.5,450.3,2735.8,able,45,182.9,93.0,H,1262800
34324,1075.9,413.2,2181.7,able,40,182.9,79.4,H,1262811
34345,1156.1,441.9,2395.6,able,42,172.7,74.8,L,1262891
34367,1271.4,477.0,2716.5,able,66,177.8,70.3,L,1263002
34399,1314.6,472.6,2857.4,able,39,172.7,84.8,H,1263186
34424,1210.1,454.1,2590.7,able,40,203.2,108.9,H,1263290
34427,1337.1,506.4,2623.7,able,58,177.8,95.3,H,1263300
34430,1194.6,459.0,2638.9,able,45,182.9,76.2,L,1263308
34465,1188.5,464.7,2486.8,able,41,185.4,83.9,H,1263467
34469,1485.8,570.1,3031.9,able,42,170.2,90.7,H,1263524
34479,1228.9,469.5,2663.9,able,35,172.7,70.3,L,1263563
34489,1258.5,478.8,2624.6,able,50,172.7,86.6,H,1263615
34497,1500.0,549.7,2954.7,able,45,170.2,59.0,L,1263645
34507,1500.6,542.5,2843.8,able,37,177.8,131.1,H,1263705
34519,1122.6,415.8,2349.8,able,30,182.9,79.8,H,1263761
34520,1187.0,465.0,2411.7,able,74,185.4,91.6,H,1263765
34529,1127.5,431.6,2352.7,able,55,175.3,74.4,L,1263829
34532,1431.4,574.0,3067.5,able,66,170.2,56.7,L,1263846
34536,1146.1,449.0,2305.8,able,40,190.5,91.2,H,1263872
34537,1226.7,457.6,2627.4,able,42,182.9,68.0,L,1263875
34546,1227.8,472.8,2622.9,able,45,198.1,99.8,H,1263910
34551,1349.2,511.5,2702.2,able,65,177.8,99.8,H,1263938
34593,1231.0,465.6,2560.0,able,33,172.7,82.1,H,1264140
34614,1148.6,457.2,2390.0,able,55,188.0,78.0,H,1264229
34615,1173.9,449.3,2505.0,able,26,185.4,113.4,H,1264231
34628,1249.5,465.8,2555.2,able,46,172.7,63.5,L,1264323
34630,1441.4,544.1,2955.3,able,39,167.6,60.8,L,1264326
34634,1177.3,414.2,2385.9,able,18,177.8,64.0,L,1264342
