,result_1,result_100,result_1000,result_10000,result_100000,result_2000,result_21097,result_30,result_4,result_42195,result_500,result_5000,result_60,result_6000,age,height,weight,weight_class,gender
15931,,,,,,521.1,,,,,,1285.2,,,47,,,L,M
15932,,,,2816.6,,505.1,,6840.0,988.0,,108.2,1307.1,12721.0,1642.4,53,188.0,97.5,H,M
15933,,,,,,,,6577.0,,,,,,,42,177.8,68.9,L,M
15934,296.0,,227.6,2575.4,,483.3,6260.2,7113.0,,,,1238.1,,,58,188.0,86.2,H,M
15935,,,,3320.0,,456.0,,6366.0,,15060.0,,,,,50,,,H,F
15936,275.0,17.3,196.1,2317.8,,414.5,4922.5,7851.0,1210.0,,90.1,1106.3,15195.0,1342.8,61,,,H,M
15937,,,,2357.3,,425.3,,,,,91.4,1133.3,,,51,180.3,88.5,H,M
15938,,,,,,,,,,,,1214.3,,,43,,,H,M
15939,238.0,,307.8,,,577.4,7103.9,5742.0,,,,1551.9,,1919.0,53,,,H,F
15940,,,,2868.9,,,,,,,,,,,58,,,H,M
15941,,,,,,,,,,,81.2,,,,42,,,H,M
15942,,,,2981.4,,,,6329.0,,,,,,,57,185.4,72.6,L,M
15943,346.0,,,,,,,,,,,,,,38,182.9,107.0,H,M
15944,,,,,,,,6458.0,,,,,,,69,182.9,93.9,H,M
15945,,,,,,460.9,,,,,,,,,60,175.3,66.7,L,M
15946,,,,,,,5535.6,7003.0,,,,1280.3,,,38,,,H,F
15947,295.0,,,,,,,6768.0,,,,,,,43,175.3,68.9,L,M
15948,,,276.9,,,472.9,,6315.0,,,104.2,1436.7,,,62,182.9,80.7,H,M
15949,,,,,,,,,,10799.5,,,,,47,177.8,89.8,H,M
15950,289.0,,231.6,,,478.6,,,1034.0,,111.7,1249.8,,,41,180.3,93.9,H,M
15951,,,,,,,,7503.0,,,,,,,36,190.5,74.8,L,M
15952,,,,2452.4,,,,7580.0,,,,1168.9,,,51,185.4,79.4,H,M
15953,,,,,,,,7459.0,,,,1195.2,,,56,182.9,77.1,H,M
15954,320.0,17.6,217.4,,,457.5,,,,,97.9,1202.7,,,57,,,L,M
15955,,,,,,438.4,,,,,,,,,35,,,H,M
15956,,,,,,,,7257.0,,,,1229.3,,,44,172.7,67.6,L,M
15957,,,,,,507.2,,,,,,,,,39,,,H,F
15958,,,,,,,,7377.0,,,88.6,,,,36,,124.7,H,M
15959,,,,,,,,6080.0,,,,,,,48,165.1,64.4,H,F
15960,,,,,,,,,,,,,11686.0,,62,,,H,F
15962,,,,2555.0,,,,,,,,,,,40,180.3,77.1,L,M
15963,,,,,,,,,727.0,,,,,,46,,,H,M
15964,262.0,,254.7,2892.1,,578.8,6399.7,5827.0,,13707.9,,1409.9,10988.0,1694.3,60,182.9,92.1,H,M
15965,,,,2557.2,,,,7614.0,,,98.6,1174.4,13936.0,,61,175.3,79.8,H,M
15966,,,,2590.3,,,,,,,,,,,47,172.7,92.1,H,M
15967,,,,,,,5213.4,,,,97.2,,14206.0,,58,182.9,80.7,H,M
15968,250.0,24.2,268.7,3033.6,,543.6,,5981.0,814.0,,135.6,,,,72,160.0,62.6,H,F
15969,,,,,,,7480.7,,,,,,,,45,157.5,56.7,L,F
15970,,,,,,,,6793.0,,,,,,,28,167.6,65.3,H,F
15971,,,,,,433.5,5274.5,7607.0,,,,1148.3,,,46,188.0,,H,M
15972,,,,2694.6,,,,6860.0,,,,1332.8,13254.0,,65,,,H,M
15973,,,,,,,4831.1,,,,90.0,,,,36,182.9,103.9,H,M
15974,,,,,27316.0,,,7523.0,,,,,14829.0,,52,190.5,83.9,H,M
15975,,,,,,,,,,,84.3,,,,26,,,H,M
15976,,,218.3,2406.7,,464.0,,7155.0,,,,1180.3,14168.0,1476.0,71,185.4,75.8,H,M
15977,,,247.8,2870.2,,521.1,6086.0,,,,,1372.9,,1632.1,63,175.3,79.8,H,M
15978,,,,,,,,,,,,,,,53,,,H,M
15979,,15.3,212.4,,,446.4,,,,,95.4,1166.8,,,44,195.6,,H,M
15980,,,,,,,,6200.0,,,,,,,49,,,H,M
15981,,,,,,,,,,,,,,1517.6,53,,,H,F
15982,,,,2750.2,,,,,,,,,,,58,,,H,M
15983,,,209.3,,,418.1,4974.3,8007.0,1181.0,,95.9,1281.5,13851.0,1335.8,47,182.9,82.1,H,M
15984,,,,,,422.7,,,,,,1111.1,,,55,,,H,M
15985,,,,2357.8,,,,7723.0,,,,,,,50,185.4,80.3,H,M
15986,336.0,,,,,,,,,,,,,,39,180.3,104.3,H,M
15987,294.0,18.6,,,,,,6913.0,,,106.0,1262.2,,,52,175.3,74.8,L,M
15988,,,,,,,,,,,,1263.7,,,34,185.4,102.1,H,M
15989,,,,2528.1,,456.0,,,,,,1196.8,13625.0,1528.3,54,193.0,88.9,H,M
15990,,,,2337.4,,,,,,,,,,,39,,,H,M
15991,332.0,,213.0,2364.5,,,,7904.0,,,,,,1419.7,47,,,H,M
15992,,,,2795.6,,476.8,6148.8,6670.0,,,,1273.9,,,42,182.9,78.0,H,M
15993,,,,,,,,6362.0,,,,,,,36,177.8,93.0,H,M
15994,248.0,,,,,579.5,,,844.0,,,1617.3,,,55,177.8,85.7,H,M
15995,,,,,,,,5108.0,,,,1298.4,,1540.6,38,172.7,99.8,H,M
15996,,,,2678.4,,456.9,,7207.0,,,,,12518.0,,40,182.9,78.9,H,M
15997,,,,,,,,8113.0,,,,,,,21,198.1,86.2,H,M
15998,,,,,,,6497.5,,,,,,,,52,177.8,113.4,H,M
15999,,,,,,,,6120.0,,,,,,,45,,,H,F
16000,,,,,,,,6694.0,,,,1279.3,,,23,,,H,M
16001,368.0,,,2229.3,,,,,,,,,,,40,193.0,93.0,H,M
16002,,,,,,,,,,,,1265.0,14879.0,,36,177.8,71.2,L,M
16003,316.0,,,,,,,,,,,,,,47,190.5,98.0,H,M
16004,,,,,,409.2,,,,,,1141.0,,,36,188.0,99.8,H,M
16006,,,,,,,,,,,,,15177.0,,40,,,H,M
16007,,,,2450.0,,,,,,,,,,,39,,,H,M
16008,327.0,,,,,,,,,,,,,,37,,,H,M
16009,,,,,,487.5,,,,,,,,1623.3,65,,,H,M
16010,,,,,,,,,,,,1312.7,,,36,,,H,M
16011,,,203.7,2286.9,,413.1,5251.7,7956.0,,,,1120.3,15012.0,1344.8,38,,74.8,L,M
16012,,,,,,466.2,,,,,103.4,1257.6,,,41,,,L,M
16013,,,,,,,,,,,,1140.6,,,30,,,L,M
16014,,,230.5,,,456.9,,,,,100.2,1222.1,,,49,172.7,75.8,H,M
16015,240.0,25.2,268.4,3031.9,,545.5,,6513.0,909.0,,127.2,1394.3,,1698.9,52,167.6,79.4,H,M
16016,,,,2661.4,,,6015.9,,,,,,12904.0,1544.1,45,175.3,82.1,H,M
16017,,,,,,418.0,,,,,,,,,36,,,H,M
16018,,,239.7,,,506.0,,,,,,,,,53,172.7,62.1,H,F
16019,,,,2396.5,,415.9,,8040.0,,,86.9,1113.5,,1340.5,34,182.9,87.5,H,M
16020,,,,,,,,,,,,,,,36,180.3,90.7,H,M
16021,,25.0,,,,,6210.8,6279.0,,,,1446.6,,,66,,,H,M
16022,,,207.2,2414.9,,428.9,5331.6,7676.0,,,,1152.9,14607.0,1417.6,18,182.9,67.1,L,M
16023,,,,,,,,,,,,1301.9,,,32,,,H,M
16024,,,,,,,,8084.0,,,,,,,40,,,H,M
16025,,,,,,,,,,,,1417.5,,,29,,,L,F
16026,,,,2837.4,,,,,,,,1474.5,,,55,177.8,84.8,H,M
16027,,,,,,510.0,,,,,,,,,44,,,H,M
16028,,,,3508.0,,,,,,,,,,,39,,,H,M
16029,321.0,,206.2,,,456.5,,,,,,1242.7,,,51,180.3,,H,M
16030,,,,,,,,8058.0,,,,,,,19,177.8,66.2,L,M
16031,295.0,,246.0,,,,,6742.0,,,,1423.1,,,52,,,H,F
16032,304.0,,,,,,5798.9,,,,,,,,38,175.3,89.4,H,M
16033,,,,2363.0,,431.4,,,,,,1119.7,,,40,182.9,84.8,H,M
16034,,,,,,,5962.4,,,,,1267.7,,,48,,,H,M
16035,283.0,19.2,268.0,,,,,,,,119.1,,,,76,167.6,70.3,L,M
16036,,,,2545.3,,470.2,,,,,,1205.6,,,53,,,H,M
16037,313.0,,210.7,2517.9,,,,,,,,,,1425.3,39,188.0,102.1,H,M
16038,,,,2384.3,,422.3,5219.8,,,10692.5,,,,,48,,,H,M
16039,,17.2,190.9,2439.8,,,,,,,,1081.3,13918.0,1316.3,47,200.7,103.9,H,M
16040,,,,,,,,7823.0,,,,,,,33,,,H,M
16041,,,,2996.9,,,,,,,,,,,60,167.6,68.0,H,F
16042,,,,,,,,,,,,1195.7,,,32,177.8,77.1,L,M
16043,,,,2437.8,,,,7584.0,,,,,,,32,180.3,86.6,H,M
16044,,17.3,,,,408.2,,,,,,,,,50,200.7,92.1,H,M
16045,,,,,,,,,,,,,13602.0,,51,185.4,93.0,H,M
16046,284.0,,241.1,2628.3,,,5723.9,6875.0,,,110.9,1247.9,13510.0,1576.4,54,172.7,68.5,H,F
16047,337.0,,204.6,2392.2,,,5417.2,,,,94.9,1169.7,14419.0,1453.6,49,190.5,74.8,L,M
16048,,,,,,449.9,5038.3,7881.0,,,,,,,40,200.7,115.2,H,M
16049,271.0,,238.3,2665.7,,489.6,,7008.0,,,115.3,1288.8,12894.0,,60,182.9,69.9,L,M
16050,,,,2235.3,,396.4,,,,10429.4,,1048.7,,,35,195.6,104.3,H,M
16051,,,,,,,,7204.0,,,,,,,62,177.8,76.7,H,M
16052,,15.5,,,,,,,,,,,,,38,,,H,M
16053,,17.7,,,,,,,,,,,,,54,177.8,76.2,H,M
16054,,,,,,,,,,,,,,1800.0,49,165.1,63.5,L,F
16055,327.0,,,,,,,,,,,,,,53,185.4,99.8,H,M
16056,,,,,,510.5,,,,,,,,,54,,,H,F
16057,,,213.8,,,463.9,,,,,,1207.8,,,33,195.6,86.2,H,M
16058,251.0,,260.1,2795.3,,,,,,,,,,1673.4,67,,,H,M
16059,,,,,,,,,,,101.3,,,,59,182.9,78.0,H,M
16060,,,,,,438.6,,,,,,,,,32,193.0,,H,M
16061,,,,,,,,,,,,1221.9,,,40,182.9,131.5,H,M
16062,,,,,,449.4,,,,,,,,,46,180.3,83.0,H,M
16063,,,,,,,,8468.0,,,,,,,18,193.0,72.1,L,M
16064,,,193.7,2385.1,,445.8,5075.4,7597.0,,11732.1,,,,,45,175.3,84.8,H,M
16065,298.0,,,2926.3,,,,,,,,,,,47,177.8,81.6,H,M
16066,,,225.5,,,,,,,,,,,,38,188.0,122.5,H,M
16067,,,,,,462.8,,,,,,,,,37,,,H,M
16068,,,,,,494.2,,,898.0,,131.1,1418.8,,,40,172.7,79.4,H,M
16069,,,,,,460.4,,,,,,,,,20,,,H,F
16070,349.0,,,,,,,,,,93.9,,,,34,188.0,90.7,H,M
16071,,,,,,,,7146.0,,,,,,,52,182.9,86.2,H,M
16072,,,,,,,,7512.0,,,,,,,34,182.9,78.9,H,M
16073,314.0,,,,,,,7125.0,,,,,,,37,198.1,88.0,H,M
16074,,20.7,257.6,,,,6484.4,,,,,,12174.0,,72,,,L,M
16075,,,272.7,,,,,,,,121.2,,,,33,165.1,88.5,H,F
16076,,,,,,,,6825.0,,,,,,,57,177.8,81.2,H,M
16077,,,,,,,,,,,,,,1907.7,60,,,H,F
16078,,,,,,,,6834.0,,,,,,,28,165.1,63.5,H,F
16079,,21.6,311.5,3442.6,,630.2,,5325.0,714.0,,132.6,,10256.0,,70,165.1,56.7,L,M
16080,,,,,,,,6152.0,,,,,,,43,,,H,M
16081,,,,,,,,6695.0,,,,,13175.0,,68,165.1,59.0,L,M
16082,,,,,,,,,,,,,,1746.1,29,170.2,,L,F
16083,327.0,,214.9,,,,7019.9,6642.0,,12953.3,,1192.9,,1649.3,38,182.9,84.8,H,M
16084,323.0,17.8,,2516.4,,461.1,,7412.0,1073.0,,99.3,1248.4,13713.0,1479.5,75,203.2,96.6,H,M
16085,,,,,,,,7302.0,,,,,12548.0,1490.1,58,182.9,84.8,H,M
16086,,,,,,563.9,,,,,,1450.3,,,67,182.9,97.1,H,M
16087,,,,,,,,,,,100.3,,,,58,177.8,93.0,H,M
16088,,,,,,,,7621.0,,,,1146.5,,,36,182.9,117.5,H,M
16089,245.0,,277.2,,,565.4,,,818.0,,132.3,1581.5,,,59,157.5,69.9,L,F
16090,,16.9,221.4,2385.8,,450.9,,7676.0,,,112.6,1157.6,,,50,190.5,91.6,H,M
16091,337.0,,,,,,,,,,,1119.9,,,36,182.9,78.0,H,M
16092,,,,,,,,,,,,1419.4,,,43,180.3,93.9,H,M
16093,210.0,,297.2,,,,,,,,,,,2128.1,70,,,H,M
16094,362.0,,,,,396.7,5031.1,,,,96.8,,,,21,,,H,M
16095,,,,,,415.0,5346.8,7960.0,1198.0,,87.1,1125.4,,1343.7,45,,,H,M
16096,,,,,,396.1,,,,,,,,,21,185.4,81.6,H,M
16097,,,,2582.8,,,5696.1,,,,,1250.2,,,60,188.0,78.5,H,M
16098,344.0,17.0,202.2,2248.3,,442.2,4999.4,7934.0,1139.0,,93.5,1112.7,15458.0,1331.4,53,188.0,90.7,H,M
16099,,,,,,,,,,,,1195.6,,,35,,70.3,L,M
16100,,,,3120.0,,,,,,,,,,,55,,,H,F
16101,,,257.7,,,493.8,,,,,107.7,,,,49,188.0,113.4,H,M
16102,367.0,,,,,,,,,,,,,,33,200.7,102.1,H,M
16103,,,,2266.5,,,,8057.0,,,,1067.5,,,37,,,H,M
16104,,,,2243.5,,,,,,,,,,,41,188.0,94.8,H,M
16105,287.0,19.9,,2681.1,,485.6,,6624.0,935.0,,106.7,1301.6,,,56,170.2,59.0,L,F
16106,,,,,,,,,,,,1329.6,,,39,,,H,M
16107,,,,,,,6051.1,6742.0,,,,1293.9,,,45,154.9,62.6,H,F
16108,,,,,,,,,,,,,,1398.5,21,,,L,M
16109,327.0,,217.1,,,,5354.5,,,,,,,,53,188.0,93.0,H,M
16110,,,217.2,2656.6,,486.4,5706.9,6800.0,1047.0,,100.3,1239.2,,,51,180.3,95.3,H,M
16111,324.0,,241.1,,,526.1,,6577.0,1045.0,,116.0,1287.1,,,47,185.4,93.0,H,M
16112,,,,,,,,,,,87.3,,,,22,,,H,M
16113,,,,,,424.9,,,,,,,,,44,188.0,108.0,H,M
16114,,,,2685.6,,,5877.8,,,,117.4,,,,60,177.8,90.7,H,M
16115,,,,,,,,,,,,1436.7,,,42,,,H,M
16116,,,298.1,3339.3,,,,5678.0,,,133.4,,,,54,175.3,97.5,H,F
16117,368.0,,174.9,2158.4,,376.1,5388.3,8444.0,1277.0,,81.5,1041.4,15012.0,1313.6,36,182.9,88.0,H,M
16118,,,,,,595.0,,5327.0,,,140.0,,,,64,,,H,F
16119,,15.5,195.1,2417.7,,422.4,,7646.0,1072.0,,92.8,1125.1,,1419.1,17,195.6,,H,M
16120,,,,,,,5435.0,,,,,,,,72,177.8,73.9,L,M
16121,,,,,,,,,,,98.0,,,,47,172.7,93.0,H,M
16122,,,,2326.4,,417.6,,,,,,1127.3,,,44,,,L,M
16123,,,,,,,,6719.0,,,,,,,57,182.9,74.8,L,M
16124,,,,2995.5,,,,,,,,1487.5,,,59,177.8,76.2,H,M
16125,,,,,32347.3,,,,,12616.6,,,,1800.0,47,170.2,79.4,H,M
16126,,,,2455.6,,,,7206.0,,,,,,,45,188.0,89.8,L,M
16127,,,,,,,,8512.0,,,,,,,53,,,H,M
16128,,,,2648.0,,,,,,,,,,,55,,,H,M
16129,,,,3116.0,,,,,,,,1533.3,,,34,177.8,63.0,H,F
16130,288.0,,227.6,2624.0,,471.7,,6788.0,973.0,,137.5,1247.1,,,42,180.3,77.1,H,M
16131,,,,,,538.9,,6726.0,,,,1345.3,,1670.5,48,167.6,71.2,H,F
16132,,,,2393.4,,,,,,,,1153.5,,,47,172.7,94.8,H,M
16133,,,,,,525.6,,5448.0,,,,,,,36,185.4,81.6,H,M
16134,,17.7,,,,,,,,,95.4,,,,51,,,H,M
16135,327.0,,,,,,,7762.0,,,,,14743.0,,17,185.4,77.1,L,M
16136,,,,,,,,,,,102.9,,,,43,,,H,F
16137,,,233.6,2646.7,,567.3,,,,,,,,,50,177.8,98.0,H,M
16138,,,,,,,,,,,,,,1551.4,44,182.9,76.2,H,M
16139,,,,,,,,,,12055.1,,,,,53,,,H,M
16140,,,,,,,,6477.0,,,118.4,,,,45,167.6,47.6,L,F
16141,,,,,,565.5,,,,,,,,,53,162.6,54.4,L,F
16142,,,,,,,,7437.0,,,,,,,33,,,L,M
16143,,,,,,,,,,,,1410.3,11944.0,,47,185.4,83.9,H,M
16144,326.0,18.1,,2367.3,,413.4,5215.3,7717.0,1147.0,,96.1,1154.1,14598.0,1418.7,36,170.2,77.6,H,M
16145,,,,,,,,6198.0,,,,,,,41,,,H,M
16146,243.0,,,,,618.0,,,708.0,,,,,,60,160.0,63.5,H,F
16147,,,200.0,,,397.7,,,,,,,,1283.8,21,188.0,73.9,L,M
16148,,16.9,,2383.9,,446.9,5178.2,,,11273.8,,1163.9,14904.0,,46,,,H,M
16149,,20.3,,,,,,,,,,,,,13,,,L,M
16150,,,,,,498.2,,,,,,1312.6,,1587.6,51,182.9,,H,M
16151,,,,,,478.3,,,,,,,,,77,,76.2,H,M
16152,,,,,,368.2,4653.8,8263.0,1336.0,10003.6,,,15416.0,1229.7,33,,,H,M
16153,247.0,,311.8,3481.7,,633.3,,5307.0,,,145.3,1692.8,,,75,160.0,58.1,H,F
16154,,,,,,,,,,,,,10624.0,,48,,,H,F
16155,,,,,,,,7017.0,,,,,,,61,175.3,87.1,H,M
16156,379.0,14.9,175.5,2125.2,,378.4,4691.6,8485.0,1301.0,10261.0,81.1,1018.4,16240.0,1246.0,36,188.0,97.5,H,M
16157,,,,2378.0,,428.0,5116.3,,,,93.6,1160.4,,,60,175.3,69.9,L,M
16158,,,,2362.3,,,,,,,,,,,45,193.0,88.0,H,M
16159,,21.3,,,,463.2,,7024.0,,,106.0,,,,35,170.2,72.1,H,F
16160,,,,,,,,5414.0,,,,1572.7,,,56,,,H,F
16161,,,,,,,,6420.0,,,,,,,45,,,H,F
16162,,,,,,,,,,,,,,1560.0,51,,,H,M
16163,309.0,16.8,225.9,2562.0,,486.6,,6694.0,848.0,,100.0,1364.9,,1459.9,37,185.4,108.9,H,M
16165,,,,2361.5,,,5189.4,,,,,,,,33,,,H,M
16166,,,,2626.1,,,,,,,,,,,70,,,H,M
16167,275.0,,,,,517.6,,6555.0,,,,,,,48,172.7,68.0,H,F
16168,,,,3038.2,,508.6,,6105.0,,,,1356.3,,,46,175.3,99.8,H,M
16169,,19.1,,,,438.5,,,,,94.2,,,,46,177.8,75.8,H,M
16170,,,,,,404.4,,8385.0,,9917.7,,,14636.0,,44,200.7,114.8,H,M
16171,,,,2516.5,,,6070.5,,,,,,,,43,182.9,95.3,H,M
16172,,,234.9,,,491.1,,,,,,,,,52,172.7,76.2,H,F
16173,,,,3106.3,,,,,,,,,,,42,185.4,83.9,H,M
16174,,,,,,,,7006.0,,,,,,,45,,,H,M
16175,,,,,,,,,,,,1393.3,,,52,185.4,,H,M
16176,,,215.7,,,,,,,,101.5,,,1478.5,52,182.9,88.5,H,M
16177,236.0,,273.0,2988.2,,551.0,6645.6,6130.0,,,,1444.5,11510.0,1749.7,62,167.6,60.3,H,F
16178,,18.2,,,,,,,,,109.0,,,,53,,,H,M
16179,,,,2572.6,,,,6877.0,,,,1277.4,,,43,190.5,115.2,H,M
16180,,,,2473.9,,459.8,,7271.0,,,,1194.1,,,73,185.4,83.9,H,M
16181,,,,,,414.4,,7727.0,,,,1077.3,14728.0,,52,193.0,93.0,H,M
16182,,,231.5,,,,,,,,113.9,1258.2,,,57,170.2,,H,F
16183,335.0,,,,,471.9,,6389.0,,,,1275.3,,,32,,,H,M
16184,,,204.0,,,,,7914.0,,,,1075.0,,,21,188.0,68.0,L,M
16185,,,,,,,,,,,107.5,,,,44,,,H,M
16186,,,,,,423.3,,,,,,1127.7,,,37,,,H,M
16187,,,,2822.4,,575.5,,5315.0,,,138.6,1490.0,10653.0,1926.0,69,175.3,59.0,H,F
16188,,,,2867.2,,454.1,,6245.0,,,113.4,1359.3,,,34,,,H,M
16189,,,,,,506.6,5866.3,,,,,1257.1,,,28,180.3,76.2,H,M
16190,280.0,20.1,,,,514.6,6183.4,6769.0,970.0,,110.5,,,,52,162.6,58.1,L,F
16191,,,,2529.2,,471.7,5793.9,7115.0,,,106.1,1243.9,,1468.5,50,167.6,65.8,L,M
16192,,,,2536.4,,,,,,,,,,,54,188.0,93.0,H,M
16193,314.0,,221.9,,,502.2,,,866.0,,99.1,,,,62,175.3,83.9,H,M
16194,,,,,,582.4,,,,,,,,,35,170.2,80.7,H,F
16195,294.0,,236.4,,,508.3,,,1015.0,,109.2,1312.1,,,63,175.3,87.5,H,M
16196,,,194.9,,,411.3,,7551.0,,,,1098.5,,,49,,,H,M
16197,,,,2684.2,,512.4,,6443.0,,,,1257.9,,,57,,,H,M
16198,,,,,,561.8,,5122.0,,,,1489.0,,2080.4,56,167.6,83.9,H,F
16199,,,,2960.4,,,,5776.0,,,132.1,1458.2,,,40,,,L,M
16200,,,,,,,,,,,,1249.2,,,39,182.9,97.1,H,M
16201,,,,,,496.0,,,,,,,,,61,177.8,88.0,H,M
16202,,,,,,,,7196.0,1059.0,,,,,,33,165.1,,H,F
16203,,,,2523.3,,,,,,,,1301.8,,,37,182.9,87.1,H,M
16204,244.0,,266.4,3350.1,,553.4,,,,,,,,1770.1,38,160.0,75.3,H,F
16205,,,,,,508.1,,,,,,1253.9,,,45,180.3,87.5,H,M
16206,,,,,,,,6614.0,,,,,,,64,182.9,81.6,H,M
16207,,18.9,,2670.3,,,6291.2,6770.0,,,114.1,1306.0,,,48,172.7,106.1,H,M
16208,,,,,,423.9,,,,,,,,,19,190.5,79.8,H,M
16209,,,,2132.1,,,,8403.0,,,,,15981.0,,21,190.5,88.5,H,M
16211,,,240.5,,,542.7,,,,,,,,,42,182.9,86.2,H,M
16212,,,212.3,,,511.5,,,,,,1258.2,,,54,,,H,M
16213,300.0,,215.7,2392.4,,441.9,5714.3,7378.0,,,98.4,1162.7,14623.0,1404.0,51,185.4,98.4,H,M
16214,345.0,16.2,198.8,,,420.1,,7876.0,,,91.3,,15155.0,1363.5,65,180.3,74.4,H,M
16215,241.0,,,,,,,5893.0,,,,,,,53,162.6,61.2,H,F
16216,,,,,,,,,,,,1492.3,,,41,185.4,80.7,H,M
16217,,,,,,,7556.6,,,,,,,,49,170.2,55.8,L,M
16218,,,,,,,,7616.0,1107.0,,,,,,58,190.5,125.2,H,M
16219,362.0,15.7,,2185.0,,389.2,,8455.0,1271.0,10098.3,86.3,1027.9,15187.0,1258.9,40,190.5,98.0,H,M
16220,,,,,,,,7613.0,,,,,,,67,190.5,87.1,H,M
16221,,,,,,,,7685.0,,,,,,,51,185.4,89.8,H,M
16222,,,,,,,,6857.0,,,,,,,35,,,H,M
16223,,,,2449.0,,,,7412.0,,,,1200.6,,,67,182.9,78.0,L,M
16224,,,,,,,,,,,,1307.5,,,41,,,H,M
16226,,,,2574.7,,478.0,,,,,110.2,1248.1,,1486.9,58,,,H,M
16227,283.0,,,,,,,6953.0,,,,,,,46,165.1,81.6,H,M
16228,,,,,,,,7206.0,,,,,,,60,188.0,86.6,H,M
16229,,,,,,,,6076.0,,,,,,,54,177.8,,H,F
16230,,,,,,,,,,,,1260.9,,,53,172.7,86.2,H,M
16231,,,,2719.0,,,,,,,,,,,42,,,L,M
16232,,,,,,,,,,11614.0,,1078.7,,,19,182.9,72.6,H,M
16233,,,,,,,,6602.0,,,,,,,46,,,H,M
16234,,,,2458.9,,,,7453.0,,,,,,,29,,,L,M
16235,,,275.1,,,,,,,,,,,,55,,,H,M
16236,,,,2734.1,,,,,,,,,,,46,180.3,107.0,H,M
16237,,,,,,,,,,,98.3,,,,32,,,L,M
16238,,,212.2,,,,,7963.0,,,,1099.0,,,32,188.0,99.8,H,M
16239,,,,,,,,,,,,1267.3,,,64,,,H,M
16240,,,,,,489.5,,,,,,1257.2,,,43,182.9,84.8,H,M
16241,,23.8,275.8,,,506.7,,,,,,1492.4,,,52,185.4,127.0,H,M
16242,,,,,,,,7065.0,,,,,,,40,182.9,83.0,H,M
16243,,,,2325.8,,,,7852.0,,,98.9,1125.2,,,39,180.3,95.3,H,M
16244,253.0,,274.8,3024.6,,577.9,6979.9,5232.0,931.0,,,1438.3,,1752.9,48,188.0,133.8,H,M
16245,,,,,,656.9,,,,,,,,,46,172.7,83.9,H,M
16246,,,,,,457.6,,,,,,1216.5,,,51,,,H,M
16247,,,,,,,,7526.0,,,,,,,22,170.2,71.7,L,M
16248,241.0,,,,,,,,855.0,,,1591.0,,,56,170.2,,H,F
16249,,,191.1,2273.7,,408.9,,,,,,1068.8,,,54,182.9,79.4,L,M
16250,,,354.7,,,699.8,,,,,,,,,62,175.3,80.3,H,M
16251,,,,,,,,7170.0,,,,1229.5,,,64,,,L,M
16252,,,,,,501.6,,,,,,,,1476.5,58,,,H,M
16253,261.0,,249.9,,,516.8,,,,,,,,,42,165.1,60.8,H,F
16254,,,209.0,,,,,,,,94.8,,,1484.4,52,185.4,88.0,H,M
16255,,16.6,198.1,2381.3,,418.9,5377.4,,,,,,,1458.8,44,177.8,89.4,H,M
16256,,,215.7,,,,5926.6,,,,,1196.7,,,57,,,H,M
16257,,,,2617.9,,,,6962.0,,,,1343.5,,,52,167.6,82.1,H,M
16258,,,,,,413.5,5006.1,,,,,,,,33,185.4,88.5,H,M
16259,,,,2530.4,,517.5,,,,,,1299.2,,1487.6,39,182.9,84.8,H,M
16260,334.0,17.0,214.4,2477.9,,442.1,5396.6,7333.0,1112.0,,95.6,1183.3,14385.0,1430.1,52,193.0,84.4,H,M
16261,397.0,13.7,178.0,2460.1,,397.8,,7544.0,,,79.5,,14586.0,,32,182.9,73.5,L,M
16262,,,218.0,,,,,8041.0,,,,,,,40,188.0,103.4,H,M
16263,,,,2698.0,,,,,,,,,,,40,175.3,69.9,L,M
16264,218.0,,321.5,3357.2,,610.9,,5508.0,,,,,,,74,188.0,81.6,H,M
16265,,,,,,,,,,,125.9,1498.0,,,65,165.1,58.1,L,F
16266,310.0,,,,,,,,,,,,,,36,,,H,M
16267,,,,2854.7,,,,6717.0,,,,1418.6,,,62,185.4,93.0,H,M
16268,,,,,,430.0,,,,,,,,,36,190.5,99.8,H,M
16269,,,260.7,2970.9,,,,,,,,1358.0,,,63,,,H,F
16270,260.0,,281.9,2893.5,,,,,,,113.7,,,,16,,,L,M
16271,,,268.8,2997.2,,,6929.1,,,,,1417.9,,,71,162.6,,H,F
16272,,,,,,,,6159.0,,,,,,,43,,,H,F
16273,,,,,,,5851.7,6865.0,,,,,,,37,175.3,71.7,H,M
16274,,,,,,,,,,,,,,,39,,,H,F
16275,258.0,22.2,276.5,3064.8,,,,,928.0,,119.2,,,,46,170.2,59.4,L,F
16276,,,272.2,3143.5,,,,,,,,,,,47,170.2,86.2,H,F
16277,,,,2638.6,,,,,,,103.6,,,,49,188.0,81.2,H,M
16278,,,228.7,2716.7,,,,,778.0,,100.0,1300.0,,,27,,,L,M
16279,,,,,,,,,,,,1522.0,,,67,,,H,F
16280,,,,,,419.0,,,,,,,,,40,182.9,,H,M
16281,,,,,,,,,,,,1339.0,,,57,,,H,M
16282,,,,,,,,,,,,1320.3,,,33,,,H,M
16283,,,,,,,6827.7,,,,,,,,45,,,H,F
16284,352.0,,,,,,,,,,,,,,24,182.9,86.2,H,M
16285,,18.2,,,,422.3,,7766.0,1160.0,,98.7,1166.8,,1401.8,39,,,L,M
