,profile_id,result_1,result_100,result_1000,result_10000,result_100000,result_2000,result_21097,result_30,result_4,result_42195,result_500,result_5000,result_60,result_6000,adaptive rowing category,age,height,weight,weight_class,gender
18510,1186044,302.0,,227.6,2738.7,,,,,,,,,,1595.9,able,28,,,H,F
18511,1186048,,,,,,,,,,,,1229.3,,,able,39,170.2,88.5,H,F
18512,1186051,,,,,,,,,,,,1169.1,,,able,55,172.7,83.9,H,M
18513,1186053,338.0,,,,,,,,1125.0,,,,,,able,56,182.9,72.6,L,M
18514,1186064,329.0,,,,,,,,,,,,,,able,23,188.0,108.9,H,M
18515,1186069,,,,,,,,7156.0,,,,,,,able,44,,,H,M
18516,1186086,,,,,,,,,,,108.7,,,,able,43,,,L,F
18517,1186087,,,,,,,,5852.0,,,,1401.4,,,able,51,180.3,89.8,H,M
18518,1186100,,,,,,,,7201.0,,,,,,,able,54,172.7,61.7,L,M
18519,1186105,,,209.4,2371.8,,437.3,5146.8,7747.0,,10905.6,98.7,1174.8,15156.0,,able,50,182.9,83.0,H,M
18520,1186126,,,,2664.8,,447.6,5480.3,7067.0,,,,,14084.0,1476.2,able,57,182.9,74.8,L,M
18521,1186166,,19.5,,2628.8,,437.1,5736.2,6426.0,,,,,,,PR3 (PD),32,170.2,73.9,L,F
18522,1186176,,,,,,,,,,11277.4,,,,,able,26,,,H,M
18523,1186181,,,,2914.3,,,,6153.0,,,,,,,able,48,172.7,74.4,H,F
18524,1186190,,16.8,192.1,2386.9,,420.9,,6954.0,,,,1221.3,,,able,35,,,H,M
18525,1186191,,,,,,,,6650.0,,,,,,,able,35,160.0,82.6,H,F
18526,1186198,322.0,17.7,201.0,,,,,,,,,,,,able,46,172.7,73.5,L,M
18527,1186202,,,,,,467.5,6065.3,,984.0,,,,,,able,46,180.3,81.2,H,M
18528,1186204,,,,,,,,,,,,1497.0,,,able,65,,,H,M
18529,1186228,375.0,15.0,183.5,2234.9,,390.2,4771.2,8076.0,1262.0,,,1068.0,15266.0,1303.7,able,32,193.0,104.3,H,M
18530,1186273,,,,,,,,,,,122.7,,,,able,44,167.6,60.8,L,F
18531,1186284,,,,,,,,7478.0,,,,,,,able,32,172.7,77.1,H,M
18532,1186323,,21.0,253.8,2854.3,,506.2,,6543.0,,,118.7,,12312.0,,able,53,175.3,67.1,H,F
18533,1186324,,,,,,456.8,,,,,108.9,1300.4,,,able,46,177.8,128.4,H,M
18534,1186327,,,,,,,,6455.0,,,,,,,able,33,185.4,107.0,H,M
18535,1186334,,,,,,398.8,,,,,,,,1289.9,able,31,185.4,82.1,L,M
18536,1186345,,,204.2,2482.8,,,,,,,,,,,able,45,,,H,M
18537,1186360,,,209.0,,,439.8,,,1111.0,,,1138.5,,,able,60,177.8,74.8,L,M
18538,1186375,,,272.9,,,,,,,,,,,,able,14,144.8,49.9,L,M
18539,1186399,,,,,,,,,,,98.6,,,,able,47,180.3,89.8,H,M
18540,1186405,303.0,,,,,,,7129.0,1036.0,,,,,,able,40,175.3,63.0,L,M
18541,1186408,,,,,,466.2,,7045.0,,,,,,,able,49,172.7,93.0,H,M
18542,1186425,,,,,,,,,,,,1303.3,,,able,43,,,H,M
18543,1186427,,,,,,438.3,5846.6,,,,102.5,,13855.0,,able,50,190.5,82.6,H,M
18544,1186433,,,,2396.7,,,,7544.0,,,,,,1429.8,able,39,,,H,M
18545,1186461,,,,,,,,,,,,1292.6,,,able,53,,,H,M
18546,1186472,352.0,15.2,,2320.1,,438.5,5192.6,7659.0,,,82.6,1152.3,14908.0,,able,31,,,H,M
18547,1186484,,,290.2,3530.4,,620.2,,6045.0,,,,1512.1,,1879.3,able,58,180.3,70.8,L,M
18548,1186493,,,,,,,,7690.0,,,,,,,able,42,190.5,94.8,H,M
18549,1186509,,,,,,493.1,,,,,,1280.0,,,able,61,,,H,M
18550,1186510,,,,,,,,,,,100.1,,,,able,53,180.3,67.1,L,M
18551,1186533,,,,2533.5,,465.1,,7211.0,,,,,14017.0,1471.7,able,53,182.9,70.3,H,F
18552,1186556,,,,,,,,,,,93.2,1185.7,,,able,31,182.9,78.0,H,M
18553,1186571,,,222.7,,,,,,,,,,,,able,36,,,H,M
18554,1186574,,,,,,,,,,,,1907.5,,,able,46,,,H,F
18555,1186580,,,,,,,,7454.0,,,,1184.0,,,able,52,188.0,88.5,H,M
18556,1186600,,,,,,457.5,,,,,,1097.7,,,able,41,180.3,89.8,H,M
18557,1186611,,,,,,,,6513.0,,,,1316.6,,,able,52,177.8,81.6,H,M
18558,1186640,,,273.0,,,500.4,,,,,134.4,1345.8,,,able,41,,,H,M
18559,1186651,,,,,,,,7455.0,,,,,,,able,33,,,H,M
18560,1186706,,,,,,,,6158.0,,,,,,,able,39,,,L,M
18561,1186709,,,,3223.0,,,,,,,,1509.2,,,able,48,,,H,F
18562,1186713,,,238.2,,,,,,,,,1310.6,,,able,26,180.3,104.3,H,M
18563,1186728,,,220.7,,,,,,,,,,,,able,45,180.3,74.8,H,M
18564,1186732,337.0,,210.6,,,,,7519.0,,,,,,,able,44,193.0,106.1,H,M
18565,1186740,,,,2899.1,,,,,,,,,,,able,36,,,L,M
18566,1186745,,,,,,,5502.5,,,,,1153.5,,,able,36,177.8,88.9,H,M
18567,1186749,,,,,,451.3,,,,,,,13079.0,,able,18,,,L,M
18568,1186759,,,,,,,,7851.0,,,,,,,able,36,180.3,82.1,H,M
18569,1186763,,,200.0,,,425.9,,,,,91.6,,,,able,37,185.4,88.5,H,M
18570,1186776,277.0,,,,,,,,,,,,,,able,34,154.9,59.0,L,F
18571,1186789,,,,2633.5,,,,7069.0,,,,,,,able,50,180.3,79.4,H,M
18572,1186806,312.0,,,,,,,,,,,,,,able,46,,,H,F
18573,1186833,,,,,,536.6,,,,,,,,,able,20,167.6,88.5,H,M
18574,1186838,,,,,,524.3,,6428.0,,,,,,,able,57,177.8,66.2,L,M
18575,1186876,,,,,,,,7112.0,,,,,,,able,31,180.3,98.0,H,M
18576,1186882,,,,,,,,5635.0,,,,,,,able,37,172.7,73.9,H,M
18577,1186889,,,,3050.3,,,,,,,,,,,able,39,177.8,74.8,L,M
18578,1186890,,,,,,,,5729.0,,,,,,,able,49,167.6,108.9,H,M
18579,1186901,,,,,,,,5892.0,,,,,,,able,66,177.8,63.5,L,M
18580,1186911,,,,,,531.6,6686.6,,,,,,,,able,33,,,H,F
18581,1186923,,,,,,,,,,,135.4,,,,able,51,162.6,59.4,L,M
18582,1186932,,,,,,,,,,,,1494.6,,,able,70,,,L,M
18583,1186969,,,270.3,,,569.2,,,,,132.7,1426.3,,,able,57,165.1,59.9,H,F
18584,1186972,,,,3260.4,,585.2,,6146.0,,,,,,1873.2,able,50,,,H,M
18585,1186999,,,,,,700.0,,,,,,,,,able,73,172.7,64.4,L,M
18586,1187023,,,,,,,,,,,,1214.0,,,able,47,180.3,102.1,H,M
18587,1187026,233.0,25.4,259.8,3122.3,,542.3,5984.6,6206.0,908.0,,129.4,,,1829.6,able,64,172.7,62.1,H,F
18588,1187045,277.0,,241.2,,,515.9,,,,,115.6,,,,able,39,172.7,62.6,L,F
18589,1187065,,,,,,,,,,,,1291.5,,,able,47,,,H,M
18590,1187067,292.0,,,,,,,,,,108.1,,,,able,56,,,H,M
18591,1187069,,,275.0,,,514.2,,,,,,,,,able,45,162.6,86.2,H,F
18592,1187094,347.0,,198.8,,,,,,,,89.1,,,,able,39,180.3,79.8,L,M
18593,1187101,,,,,,,,6872.0,,,,,,,able,47,,,H,M
18594,1187109,,,,,,,,8022.0,,,,,,,able,43,,,H,M
18595,1187122,,15.3,198.6,,,,,,,,,1138.8,,,able,41,,,H,M
18596,1187126,,,,,,,,,,,159.7,,,,able,11,,,L,M
18597,1187130,,29.3,283.3,,,538.3,,6096.0,607.0,,115.3,1493.7,11759.0,,able,47,188.0,110.2,H,M
18598,1187131,,18.5,253.9,,,537.3,,6177.0,,,110.8,,,,able,85,180.3,78.9,H,M
18599,1187134,,,,,,,,6505.0,,,,,,,able,30,,,H,F
18600,1187145,,,,,,,,6477.0,,,,1547.8,,,able,37,172.7,74.8,L,M
18601,1187146,250.0,23.3,272.2,,,606.0,,,847.0,,127.0,1558.7,,,able,27,170.2,54.9,L,F
18602,1187204,,,,,,,,7033.0,,,,,,,able,52,185.4,108.4,H,M
18603,1187209,,,,,,560.0,,,962.0,,158.1,,,,able,47,172.7,78.9,H,M
18604,1187223,,,,,,497.1,,,,,,1246.8,,,able,53,195.6,101.2,H,M
18605,1187228,,,,2443.8,,,,,,,,,,,able,42,193.0,88.9,H,M
18606,1187231,,,,,,,,6738.0,,,,,12991.0,,able,35,177.8,115.2,H,M
18607,1187245,,,,,,409.9,,7857.0,,,,1046.4,,,able,34,195.6,94.8,H,M
18608,1187246,,,259.6,,,520.4,,,,,125.7,1367.9,,,able,55,170.2,52.2,L,F
18609,1187252,,,,2915.2,,,,,,,,1270.5,,,able,37,188.0,97.5,H,M
18610,1187254,333.0,17.1,,2282.1,,422.3,,8009.0,,,,1103.4,15471.0,1337.6,able,64,188.0,78.9,H,M
18611,1187263,,,239.5,,,,,,,,,1310.5,,,able,31,182.9,70.3,H,M
18612,1187275,,,,,,,,,799.0,,,,,,able,53,,,H,F
18613,1187277,,,,,,,,6835.0,,,,,,,able,55,177.8,92.1,H,M
18614,1187279,342.0,16.8,193.0,2255.6,29556.8,403.1,5039.2,8044.0,1230.0,10765.4,89.5,1076.3,,1313.2,able,36,170.2,74.4,L,M
18615,1187281,361.0,,,,,,,8362.0,,,,,,,able,24,185.4,112.9,H,M
18616,1187283,,,240.8,,,527.8,,,,,108.5,1433.4,,,able,38,170.2,83.9,H,M
18617,1187284,,,,,,,,7483.0,,,,,,,able,42,177.8,70.8,L,M
18618,1187287,301.0,,199.1,,,443.5,,,,,97.0,1163.9,,,able,46,188.0,89.8,H,M
18619,1187290,,,,,,535.8,,,,,,1413.3,,,able,69,,,H,M
18620,1187334,,,,,,532.4,,,,,,,,,able,34,167.6,79.8,H,M
18621,1187382,,,,,,,,,863.0,,,,,,able,50,182.9,111.1,H,M
18622,1187390,,,240.0,2753.9,,,5644.2,7038.0,,,,1303.0,13735.0,1628.2,able,65,162.6,54.4,L,M
18623,1187393,,,,,,,,7553.0,,,,,14111.0,,able,47,190.5,99.8,H,M
18624,1187398,,,,2563.7,,,,7110.0,,,,,,,able,33,,,L,M
18625,1187408,,,,,,,,7056.0,1094.0,,95.4,,,1520.9,able,35,,,H,M
18626,1187412,,,,,,367.7,,,,,,,,1169.9,able,18,190.5,86.2,H,M
18627,1187417,,,,,,404.1,5229.9,,,,,1096.8,,,able,19,,,H,M
18628,1187421,,,,2385.5,,,,7652.0,,,,1178.7,14828.0,,able,48,190.5,84.8,H,M
18629,1187457,,,,,,,,,,,,2281.2,,,able,34,,,H,M
18630,1187460,,,,,,538.0,,,,,,,,,able,58,193.0,113.4,H,M
18631,1187465,,,,,,,,7884.0,,,,,,,able,49,188.0,82.1,H,M
18632,1187479,,,232.6,,,,,6517.0,,,,,,,able,49,,,H,F
18633,1187507,,,,,,,,,,,,1212.8,,,able,47,,,H,M
18634,1187527,,,,,,,,,,,,1120.2,,,able,39,,,L,M
18635,1187545,,,,,32055.1,,,,,,,,,,able,26,182.9,98.9,H,M
18636,1187546,,,,2438.6,,426.2,,7431.0,,10899.6,,1166.8,,1447.9,able,28,182.9,83.0,H,M
18637,1187550,317.0,,218.0,,,467.8,,,,,,,,,able,54,188.0,89.8,H,M
18638,1187555,,,,2772.8,,,,,,,,,,,able,50,185.4,99.8,H,M
18639,1187557,,,,2368.3,,,,,,,,,,1422.6,able,29,188.0,,H,M
18640,1187563,,,,2619.0,,,,,,,,,,,able,53,177.8,81.6,H,M
18641,1187605,267.0,,242.4,2955.0,,510.7,,6205.0,944.0,,124.0,1471.3,11755.0,1710.8,able,68,180.3,79.4,H,M
18642,1187610,,,,,,,,,1219.0,,85.8,,,,able,24,188.0,,H,M
18643,1187617,,,256.6,,,539.9,,,952.0,,121.6,,,1729.6,able,46,162.6,,H,F
18644,1187629,,,,,,468.1,,,,,,,,,able,50,188.0,81.6,H,M
18645,1187633,,,,2402.4,,,,7347.0,,,,,,,able,44,,,H,M
18646,1187638,317.0,18.6,,,,,,,,,,,,,able,25,182.9,97.5,H,M
18647,1187674,,,,2605.7,,,,7250.0,,,,1200.0,,,able,36,,,L,M
18648,1187706,,,,2752.3,,508.0,,6793.0,,,,1332.7,12651.0,,able,64,185.4,84.4,H,M
18649,1187719,,,,2679.4,,,6160.1,7062.0,,,,1298.8,13142.0,,able,45,172.7,71.2,L,M
18650,1187722,,,,,,,,7748.0,,,,,,,able,23,,,L,M
18651,1187736,,,,,,,,7422.0,,,,,,,able,55,180.3,73.9,L,M
18652,1187755,,,,2762.2,,,,6688.0,,,97.1,,,,able,26,,,H,M
18653,1187770,291.0,19.0,236.5,2802.9,,482.5,6099.3,6868.0,1031.0,,105.2,1315.0,,1653.0,able,49,182.9,79.4,H,M
18654,1187777,,,,2382.8,,,5193.6,7655.0,,,,,,,able,48,180.3,64.9,L,M
18655,1187818,380.0,,187.4,2222.7,,384.1,4873.1,8355.0,1265.0,,83.5,1056.3,15665.0,,able,44,193.0,99.8,H,M
18656,1187848,,,,,,478.0,,,,,,,,,able,53,172.7,84.8,H,M
18657,1187856,315.0,,,,,,,7527.0,,,,,,,able,35,,,L,M
18658,1187894,,,237.1,2814.3,,,,6347.0,,,,1407.4,,1631.6,able,46,167.6,77.1,L,M
18659,1187909,,,,2585.2,,,,,,,,,,,able,50,,,H,M
18660,1187914,,,,,,,7598.9,,,,,,,,able,77,,,H,M
18661,1187951,,,,,,605.0,,5500.0,,,,1650.0,,,able,42,165.1,68.0,H,F
18662,1187954,,,,,,,,7407.0,,,,,,,able,53,170.2,80.3,H,M
18663,1187963,,,,,,,,,,,,1133.6,,,able,19,,,L,M
18664,1187966,,,,2678.2,,467.0,,,,,,1180.7,,,able,36,,,H,M
18665,1187974,,,,,,,,7356.0,864.0,,,1186.6,,,able,47,198.1,98.9,H,M
18666,1187986,,,,,,,,,,,,1214.7,,,able,38,,,H,M
18667,1188013,,,,2802.1,,,,,,,,,12560.0,,able,33,,78.9,H,M
18668,1188017,,,,,,,,,,,,1312.2,,,able,37,172.7,74.8,H,F
18669,1188042,,,,,,,,8028.0,,,,1113.1,,,able,39,182.9,88.0,H,M
18670,1188051,,,,,,,,7913.0,,,90.5,,15209.0,,able,43,,,H,M
18671,1188067,353.0,,,,,,,8479.0,1264.0,,,,,,able,34,,,H,M
18672,1188083,,,,,,,,7028.0,,,,,,,able,26,,,H,M
18673,1188102,,,,,,,,7792.0,,,,,,,able,41,180.3,90.7,H,M
18674,1188111,,,,2345.4,,,5252.9,7652.0,,,95.8,1142.1,14133.0,1390.9,able,43,193.0,101.2,H,M
18675,1188124,,,,,,,,7104.0,,,,,,,able,50,,,H,F
18676,1188131,,,,2744.8,,,,,,,,,,,able,42,175.3,90.7,H,M
18677,1188138,,17.6,,,,528.2,,6454.0,,,,1452.3,,,able,60,182.9,106.6,H,M
18678,1188146,,,,2255.0,,411.0,,7964.0,1126.0,,,,15522.0,,able,35,,,H,M
18679,1188167,,,300.1,,,586.6,,,,,127.5,1546.1,,,able,67,175.3,93.0,H,M
18680,1188194,,,,,,,,,,,84.3,1008.9,,,able,27,188.0,92.1,H,M
18681,1188208,,,,,,,,,,,109.5,,,,able,44,,,L,M
18682,1188219,263.0,,254.7,,,,,,,,,,,,able,71,,,L,M
18683,1188223,,,,,,,,,,,,1096.1,,,able,41,,,H,M
18684,1188242,,,,,,554.7,,,,,119.3,,,,able,59,185.4,87.5,H,M
18685,1188248,298.0,17.4,217.0,2744.2,,467.2,,6648.0,,,104.4,1294.5,12730.0,1636.8,able,59,,,H,M
18686,1188250,,,,,,,,5345.0,,,147.3,1643.2,,,able,37,157.5,51.3,L,F
18687,1188251,,,,,,,,6422.0,,,,,,,able,55,,,L,F
18688,1188253,,,,,,,,,,,,1384.4,,1594.5,able,52,,,H,M
18689,1188266,,,,,,,,6525.0,,,,1367.2,,,able,52,,,L,M
18690,1188279,,,,,,569.1,,5914.0,888.0,,130.0,1639.0,,1876.8,able,38,165.1,52.2,L,F
18691,1188289,294.0,19.6,221.3,2538.6,,453.4,5517.7,7384.0,1072.0,,107.2,1204.4,14049.0,1470.3,PR3 (VI),58,,54.4,L,F
18692,1188290,,,,,,,6178.0,,,14228.8,,,12429.0,1656.3,able,33,180.3,81.6,H,M
18693,1188305,,,,,,,6497.0,6284.0,,,,,,,able,50,180.3,90.7,H,M
18694,1188329,,,,,,443.5,,,,,,,,,able,57,180.3,86.2,H,M
18695,1188346,,,,2381.8,,,,7253.0,,,,1141.1,,,able,36,,,H,M
18696,1188355,,,,,,,,,461.0,,189.6,,,,able,9,,,H,M
18697,1188381,,,242.7,,,592.5,,,,,,1280.5,,,able,67,188.0,88.9,H,M
18698,1188387,310.0,,,2811.3,,,,,,,,1336.6,,,able,32,,,H,F
18699,1188390,,,,,,596.7,,,,,,,,,able,15,,,L,M
18700,1188394,,,,,,479.6,,,,,,1357.6,,,able,49,175.3,84.8,H,M
18701,1188396,,,,2520.0,,,,,,,,,,,able,53,,,H,M
18702,1188399,,,,,,,,,,,,1486.0,,,able,60,,,H,M
18703,1188401,,,,,,,,6780.0,,,,,,,able,48,180.3,83.9,H,M
18704,1188416,,,219.9,2435.0,,,,7435.0,,,,1138.5,14488.0,1394.5,able,52,185.4,94.8,H,M
18705,1188422,,,,,,,,,,,,1305.7,,,able,31,,,H,F
18706,1188429,,,,,,,,7067.0,,,,,,,able,17,,,L,M
18707,1188435,,,,,,,,6400.0,,,,,,,able,51,,,H,M
18708,1188472,,,,,,,5966.7,,,,,,,,able,39,,,H,M
18709,1188485,,,,,,429.5,,,,,92.0,,,,able,42,,,H,M
18710,1188501,,,224.7,,,,,,,,,1146.2,,1309.0,able,34,,,H,M
18711,1188505,,,,,,,,6996.0,,,,,,,able,51,188.0,91.2,H,M
18712,1188564,,,,,,,,7531.0,,,,,,,able,36,193.0,,H,M
18713,1188584,,,,,,411.7,,7801.0,,,85.2,1109.8,,,able,41,,,H,M
18714,1188610,,,,,,489.9,,,,,,,,,able,42,170.2,85.3,H,M
18715,1188650,,,,,,425.7,,,1171.0,,,1132.6,,,able,64,,,H,M
18716,1188658,,,,2251.2,31835.6,,,7767.0,,10858.7,,,,,able,48,182.9,92.1,H,M
18717,1188682,,,,,,,,,,,,1549.9,,,able,51,,,H,F
18718,1188688,,,,2505.8,,,,,,,,,,,able,41,177.8,94.8,H,M
18719,1188705,,,,,,480.9,,7036.0,1115.0,,,1238.9,,,able,66,175.3,64.9,L,M
18720,1188715,322.0,,,,,,5639.2,7254.0,,,,,,,able,55,188.0,95.3,H,M
18721,1188729,331.0,17.2,207.9,,,435.3,5152.9,7718.0,1142.0,,93.3,1140.5,,1387.2,able,53,177.8,72.6,L,M
18722,1188731,315.0,18.1,216.5,2458.1,,462.7,5354.1,7571.0,1101.0,,98.0,1224.6,14426.0,1478.8,able,52,185.4,84.8,H,M
18723,1188740,,,,,,,,,798.0,,,,,,able,55,177.8,,H,F
18724,1188746,,,272.4,,,,,,,,115.4,,,,able,53,185.4,142.9,H,M
18725,1188754,,,,,,,,6097.0,,,,,,,PR3 (PD),56,175.3,88.5,H,F
18726,1188755,,,,,,,,6410.0,,,,,,,able,28,,,L,M
18727,1188771,,,208.2,,,,,,,,,,,,able,28,203.2,79.8,H,M
18728,1188785,259.0,23.0,226.4,2383.5,,445.8,5028.6,7536.0,1007.0,,119.5,1134.7,15303.0,1390.0,able,53,177.8,83.9,H,M
18729,1188789,,,,,,,4786.8,8424.0,,,80.0,1040.6,,1248.7,able,37,,,H,M
18730,1188790,273.0,17.7,201.9,2653.7,,487.9,5623.5,6259.0,,,106.9,1248.7,,,able,39,177.8,87.1,H,M
18731,1188795,278.0,20.3,256.1,2857.6,,531.7,,6328.0,929.0,,116.7,1386.6,,1684.6,able,80,177.8,79.4,H,M
18732,1188799,,,,,,540.2,,,,,,1349.0,,,able,57,,,H,M
18733,1188809,,,,,,,,6780.0,,,,,,,able,41,180.3,96.2,H,M
18734,1188823,,,,2172.0,,375.6,,,,9852.0,,1023.0,,1266.0,able,21,185.4,72.6,L,M
18735,1188827,,,,2364.8,,439.0,5337.0,7577.0,,,,1136.2,,1406.0,able,36,,,H,M
18736,1188837,,,224.5,2656.2,,443.6,,7123.0,1081.0,,98.7,1248.2,,1447.7,able,36,172.7,68.9,L,M
18737,1188858,,,,2684.7,,,,7023.0,,,,,,,able,49,177.8,73.0,L,M
18738,1188872,,,190.5,,,400.1,,8287.0,,,,1066.6,,,able,49,188.0,85.7,H,M
18739,1188886,,,,,,,,7288.0,,,,,,,able,34,177.8,79.4,H,M
18740,1188892,,,,2589.9,,527.2,5862.8,6114.0,,,,,,1508.1,able,45,182.9,74.8,H,M
18741,1188902,,,,,,,,8150.0,,,,,,,able,44,,,H,M
18742,1188909,332.0,,,,,,,,,,,,,,able,34,180.3,83.0,H,M
18743,1188912,,,,,,,,5942.0,,,,,,,able,54,175.3,78.5,H,F
18744,1188919,,,215.1,,,,,,1106.0,,,,,,able,45,182.9,103.9,H,M
18745,1188924,256.0,,264.9,3006.2,,,,,,,118.5,,,1758.9,able,66,167.6,68.0,H,F
18746,1188932,,,,,,614.8,,,,,,,,,able,59,190.5,,H,M
18747,1188954,,,,,,,,7344.0,,,,,,,able,25,,,H,M
18748,1188970,,,,,,,,,,,,1537.4,,,able,60,,,H,F
18749,1189014,310.0,,,,,,,,,,,,,,able,73,,,H,M
18750,1189038,,,235.3,,,,,7006.0,1029.0,,103.8,,,,able,56,,74.4,H,M
18751,1189040,344.0,,,,,419.1,,,,,,1111.8,15315.0,,able,50,,,L,M
18752,1189044,,,,,,,,6942.0,,,,,,,able,71,182.9,79.4,L,M
18753,1189061,,,,,,,,6045.0,,,,,,,able,50,162.6,59.0,L,F
18754,1189081,,,,,,,,6010.0,,,,,,,able,59,177.8,90.7,H,M
18755,1189088,,16.4,,,,,,,,11992.2,,,,,able,18,182.9,73.5,L,M
18756,1189109,338.0,,,,,,,8073.0,,10488.0,,,,,able,39,,,H,M
18757,1189117,,,,,,477.9,,,,,,,,,able,58,,,H,M
18758,1189122,,,210.6,2483.4,,449.7,,7100.0,,,,1195.8,,,able,38,,,H,M
18759,1189123,,,,3119.0,,,,6415.0,,,,1457.0,,1745.2,able,53,170.2,86.6,H,M
18760,1189138,284.0,,,,,502.6,,,,,,1244.8,,,able,42,180.3,81.6,H,M
18761,1189159,253.0,,282.7,2910.3,,520.6,6311.7,6232.0,944.0,,,1491.8,,1703.0,able,47,157.5,59.0,L,F
18762,1189188,,,,,,476.3,5700.3,6389.0,,,105.0,,,,able,50,182.9,88.9,H,F
18763,1189192,,,,,,527.8,,6319.0,,,,1393.4,,,able,43,,,H,F
18764,1189194,,,408.5,,,832.9,,,,,,,,,able,7,,,L,M
18765,1189195,,,351.7,,,,,,,,,,,,able,10,,,L,M
18766,1189202,,,,,,524.5,,,,,,,,,able,45,,,L,F
18767,1189203,,,,,,,,6612.0,,,,1272.2,,,able,46,175.3,89.8,H,M
18768,1189208,379.0,14.6,176.6,,,,,,1296.0,,79.5,,,,able,19,,,L,M
18769,1189219,,,,,,,,6315.0,,,,1440.0,,1766.0,able,49,,,H,M
18770,1189231,312.0,,212.5,,,,,,,,99.1,,,,able,47,172.7,73.9,L,M
18771,1189232,,,,2285.4,,406.5,,,,,,1083.2,15280.0,,able,18,,,L,M
18772,1189264,,,326.0,,,,,,,,,,,,able,76,142.2,59.0,H,F
18773,1189266,,,,2398.3,,430.5,,7547.0,,,,,15009.0,,able,40,180.3,79.8,H,M
18774,1189303,,,,,,744.7,6096.9,,,,,,,,able,59,,,L,F
18775,1189308,,,186.4,,,389.5,,8730.0,1279.0,,85.6,,,1221.7,able,45,,,L,M
18776,1189318,,,,,,,,7867.0,,,,,,,able,39,,,H,M
18777,1189321,275.0,21.7,241.0,2754.5,,498.0,,6831.0,1004.0,,113.7,1302.6,12092.0,1581.4,able,64,,,L,F
18778,1189325,,,203.5,,,,,,,,96.6,,,,able,43,188.0,94.3,H,M
18779,1189335,274.0,,228.7,2654.5,,472.7,5892.9,6884.0,,,,,13035.0,,able,56,170.2,71.2,H,F
18780,1189364,,,,,,511.8,,,,,,,,,able,47,170.2,59.9,L,F
18781,1189374,,,,,,453.0,,,,,,1199.6,,,able,18,165.1,57.2,L,M
18782,1189382,,,227.5,,,476.7,,7129.0,,,,1263.6,,,able,50,177.8,,H,F
18783,1189408,,,,,,,,,,,,1289.3,,,able,53,177.8,87.1,H,M
18784,1189423,258.0,,250.7,,,490.6,,5637.0,,,117.3,1306.7,,1769.9,able,59,182.9,96.2,H,M
18785,1189428,,,,,,,,7202.0,,,,,,,able,52,,,H,M
18786,1189431,,,,,,,,,,,,1078.4,,,able,37,185.4,97.5,H,M
18787,1189445,,,,,,,,,,,,1212.7,,,able,32,,,H,F
18788,1189452,,,,,,,,,,,,1495.5,,,able,44,175.3,68.9,H,M
18789,1189453,,,190.5,,,398.6,,,,,,,,,able,44,,,H,M
18790,1189466,,,,,,504.9,,,,,,,,,able,43,175.3,87.1,H,M
18791,1189472,273.0,,,2652.3,,495.3,,6864.0,972.0,,123.6,1288.0,13367.0,1583.6,able,42,,,H,F
18792,1189502,,,,,,,,,,,,1017.2,,1289.2,able,25,182.9,84.8,H,M
18793,1189509,,,,,,,,,,,,1585.1,,,able,46,165.1,60.8,L,M
18794,1189523,,,,,,,,7847.0,,,,,,,able,56,,,H,M
18795,1189581,,,,,,,,,,,,1293.0,12850.0,,able,60,177.8,83.0,H,M
18796,1189589,,,,,,,,,,,,1224.6,,,able,49,182.9,102.1,H,M
18797,1189592,300.0,,,,,448.8,,7364.0,,,102.7,,,,able,57,175.3,89.4,H,M
18798,1189596,,,,,,396.4,,,1241.0,,,,15952.0,,able,57,233.7,36.3,H,M
18799,1189599,284.0,,273.8,,,554.2,6958.8,6043.0,,,132.3,,,,PR3 (PD),24,152.4,50.3,L,F
18800,1189604,288.0,,228.6,,,484.4,,6602.0,887.0,,111.2,1300.4,,1392.3,able,37,175.3,59.9,L,F
18801,1189607,318.0,,,,,,,,,,,,,,able,37,,,L,M
18802,1189649,,,,2278.7,,,,7858.0,,,,,,1353.0,able,31,,,H,M
18803,1189651,,,271.2,,,,,,,,,,,,able,48,,,L,F
18804,1189652,,,316.7,3600.0,,646.7,,5230.0,,,145.4,1681.1,,,able,77,167.6,68.0,H,F
18805,1189659,,,266.3,,,,,,,,,,,,able,52,,,L,F
18806,1189661,,,249.7,,,,,,,,,,,,able,43,,,L,F
18807,1189667,,,199.6,,,,,,,,,,,,able,29,,,H,M
18808,1189678,,,224.8,2567.0,,463.5,,,,,,1226.1,,1492.3,able,33,182.9,87.5,H,M
18809,1189710,,,,,,,,6989.0,,,,1226.0,,,able,44,,,H,F
18810,1189719,,,204.9,,,,,,,,,,,,able,40,172.7,78.9,H,M
18811,1189730,,,,,,,,8159.0,,,,,,,able,37,190.5,93.0,H,M
18812,1189733,,,193.4,2498.3,,427.3,5290.9,7616.0,,,,1152.3,,,able,49,193.0,,H,M
18813,1189741,,,225.3,,,,,,,,,,,,able,48,175.3,89.8,H,M
18814,1189773,,,,2610.0,,508.3,,6799.0,,,,1321.1,,1535.5,able,59,182.9,103.0,H,M
18815,1189776,,,,,,,,7260.0,,,,,,,able,31,,81.6,H,M
18816,1189777,,,,,,,,7370.0,,,,,,,able,57,180.3,74.8,H,M
18817,1189778,,,,,,,,5447.0,,,,,,,able,56,162.6,56.7,L,F
18818,1189785,302.0,,,2616.6,,,5896.9,7137.0,1070.0,,101.8,,13102.0,,able,55,,,H,F
