,profile_id,result_1,result_100,result_1000,result_10000,result_100000,result_2000,result_21097,result_30,result_4,result_42195,result_500,result_5000,result_60,result_6000,adaptive rowing category,age,height,weight,weight_class,gender
33359,1298102,,,,,,,,,710.0,,,,,,able,36,,,H,F
33360,1298117,,,,2530.0,,,,,,,,,,,able,51,175.3,,H,M
33361,1298122,,,299.6,3420.2,,591.9,,,,,,1767.8,,1945.8,able,43,,,H,F
33362,1298126,,,,,,,,,,12111.6,,,,,able,55,,,L,M
33363,1298127,,,,,,,,8138.0,,,,1116.7,,,able,49,198.1,108.9,H,M
33364,1298130,,,,2698.9,,,,6669.0,,,,,,,able,59,,,H,M
33365,1298133,,,,,,,,,,,,1854.0,,,able,14,,,L,M
33366,1298135,,,,2759.0,,,,6780.0,,,,1366.1,,,able,29,182.9,65.8,L,M
33367,1298140,,,,,,,,5200.0,,,,,,,able,76,,,H,M
33368,1298147,,,,,,609.5,,,,,,,,,able,51,,,L,M
33369,1298176,,,,2508.6,,,,6967.0,,,,,,,able,43,188.0,98.0,H,M
33370,1298182,312.0,,,,,,,6804.0,,,,1439.0,,,able,35,172.7,88.5,H,M
33371,1298213,284.0,,,,,,,,,,117.0,,,,able,48,185.4,70.8,L,M
33372,1298219,,,,2338.7,,,,7523.0,,,,1117.5,,,able,48,,,L,M
33373,1298237,,,,,,492.8,,,,,,1467.1,,,able,49,,104.3,H,M
33374,1298242,,,257.1,,,551.6,,,,,,1499.2,,,able,37,,,H,F
33375,1298243,,,,,,418.8,,7829.0,,10722.7,,,,,able,23,,,H,M
33376,1298244,,,,,,540.0,,,,,,,,,able,34,,,H,F
33377,1298251,,,,,,474.8,,7229.0,,,,1139.4,,,able,36,182.9,90.7,H,M
33378,1298259,,,,2598.2,,,,,,,,,,,able,39,180.3,74.8,L,M
33379,1298266,,,,2521.0,,,,,,,,,,,able,47,170.2,73.0,L,M
33380,1298269,,,,,,,,,,,,1410.8,,,able,66,,,L,M
33381,1298274,,17.2,,,,,,,,,,,,,able,44,,,H,M
33382,1298275,,,265.5,,,,6615.8,6094.0,,,127.8,1463.9,,,able,38,,,H,F
33383,1298276,265.0,,253.0,2906.1,,517.8,,6567.0,,,123.6,1384.2,,,able,53,,,H,F
33384,1298278,,,189.8,,,402.1,,,,,82.1,,,,able,19,,,H,M
33385,1298283,,,,2649.4,,535.9,,6886.0,,,,1301.2,,,able,54,175.3,73.0,L,M
33386,1298286,,,,,,,,7507.0,,,,1161.6,13771.0,1451.5,able,27,,,H,M
33387,1298288,,,,,,,,,,,,,,1401.2,able,33,,,H,M
33388,1298291,,,,,,435.0,,,,,,,,1434.0,able,16,182.9,58.5,L,M
33389,1298295,,,,,,528.1,,,,,,,,,able,34,,,H,M
33390,1298302,,,,,,,,6022.0,,,,,,,able,68,,,H,F
33391,1298316,,,,2294.9,,,,,,,,1104.3,,,able,38,,,H,M
33392,1298319,,,,,,,,,,,,1260.0,,,able,35,,,H,M
33393,1298325,,,,,,,,,,17982.0,,,,,able,44,,,H,F
33394,1298334,,,,,,,,,588.0,,,,,,able,49,,,H,F
33395,1298339,,,,,,,,5700.0,,,,,,,able,30,177.8,,H,F
33396,1298361,,,,,,399.1,,,,,,1065.2,,,able,16,180.3,70.3,L,M
33397,1298363,,,,,,,,,,,,1635.0,,,able,41,,,L,F
33398,1298364,,,,,,427.7,,,,,,,,,able,43,,,H,M
33399,1298376,274.0,18.0,,,,,,,867.0,,124.0,,,,able,13,,,L,M
33400,1298377,,,213.8,,,,,,,,,,,,able,15,177.8,68.0,L,M
33401,1298382,,,,,,,5829.4,6476.0,,,,,,,able,15,177.8,66.7,L,M
33402,1298383,,,,3000.0,,,,,,,,,,,able,38,,,H,M
33403,1298384,,,,3032.3,,,,,,,,,,,able,15,,,L,M
33404,1298409,,,,,,,6504.1,,,,,,,,able,34,,,H,M
33405,1298421,,,,,,,,,,,,1437.0,,,able,40,188.0,108.9,H,M
33406,1298422,,,,2618.6,,495.3,,,,,,1273.5,,,able,56,,,H,M
33407,1298423,,,,,,,,,,,127.0,,,,able,29,,,H,F
33408,1298428,,,,2740.4,,,,,,,,1307.9,,,able,50,180.3,104.8,H,M
33409,1298429,,,290.2,,,,,,,,,1681.8,,,able,46,,,H,M
33410,1298437,,,179.0,2083.5,,375.4,4552.6,,,9956.2,,1027.8,,,able,36,,,H,M
33411,1298453,,,,2701.1,,516.0,6629.6,6706.0,,,,1301.1,,,able,63,170.2,79.4,H,M
33412,1298455,,,,,,,,8007.0,,,,,,,able,27,190.5,99.8,H,M
33413,1298466,,,,2565.0,,,,,,,,1183.6,,,able,45,190.5,106.1,H,M
33414,1298468,,,,,,506.8,,,,,,,,,able,21,,,L,M
33415,1298471,,,,,,503.0,,,,,,,,,able,36,,,H,M
33416,1298487,,,229.5,,,,,6857.0,,,,,,,able,51,185.4,78.0,L,M
33417,1298489,,,297.6,,,,,,,,,,,,able,30,,,H,F
33418,1298490,,16.6,,,,462.4,,,,,92.1,,,,able,47,,,H,M
33419,1298492,,,323.2,,,684.1,8143.4,,,,164.2,,,2039.2,able,59,,,L,F
33420,1298496,,,,,,496.0,,,,,,,,,able,15,172.7,66.7,H,F
33421,1298498,,,,2217.9,,406.9,,,,,88.6,1075.7,,,able,52,198.1,88.9,H,M
33422,1298502,,,,,,448.4,,,,,94.9,,,,able,43,,,H,M
33423,1298508,259.0,,300.3,3368.3,,539.6,,5302.0,900.0,,,1476.3,,1883.9,able,52,,,H,F
33424,1298509,292.0,,,,,452.9,,,,,,,,,able,39,180.3,81.6,H,M
33425,1298514,,,,,,469.1,5484.1,7150.0,1045.0,,104.5,,,,able,38,170.2,64.4,H,F
33426,1298537,,,258.0,,,,,,,,,,,,able,32,,,H,M
33427,1298539,,,,,38907.0,,,,,,,,,,able,43,177.8,73.5,L,M
33428,1298542,,,,,,,,,,11415.8,,,,,able,27,,,H,M
33429,1298550,,,,,,,,,,,,1147.3,,,able,46,,,L,M
33430,1298555,,22.3,,,,488.9,,,,,113.1,,,,able,41,170.2,56.7,L,F
33431,1298557,,,,,,495.0,,,,,,,,,able,33,,,H,M
33432,1298560,,,,2456.2,,,,7641.0,,,,,,,able,41,,,H,M
33433,1298566,,,,3088.1,,558.4,6870.9,,,,,1374.4,,,able,43,,,L,M
33434,1298570,,,,2309.1,,,,,,,,1069.3,,,able,29,,,H,M
33435,1298580,,,,,,,,6828.0,,,,,,,able,35,,,H,M
33436,1298583,307.0,,216.6,,,452.2,,,,,105.0,1185.1,,,able,43,,,L,M
33437,1298584,,,196.5,,,,,,,,,,,,able,32,188.0,94.8,H,M
33438,1298591,,20.9,,2680.6,,509.9,,6738.0,,,112.4,,,,able,53,170.2,63.5,H,F
33439,1298593,,,,,,,,,,,,1168.3,,,able,30,,,H,M
33440,1298594,,,,,,529.5,,,,,,,,,able,41,,,H,M
33441,1298596,,,,2742.4,,,,,,,,,,,able,51,,,H,M
33442,1298601,,,,2529.5,,471.3,5676.3,7211.0,,,,1239.0,14084.0,1495.3,able,54,,,H,M
33443,1298612,,,,,,521.5,,,,,,,,,able,56,193.0,89.8,H,M
33444,1298619,,,,2619.0,,,,,,,,,,1800.0,able,45,,,L,M
33445,1298626,,,,,,,,,794.0,,,,,,able,40,,,L,F
33446,1298643,,,512.5,,24426.0,,,,,,,,,,able,37,190.5,101.6,H,M
33447,1298644,328.0,,201.7,2391.0,,428.9,,,,,,,,1394.2,able,40,180.3,88.5,H,M
33448,1298664,,,,,,477.5,,,1023.0,,107.7,,,1594.4,able,37,,,H,F
33449,1298666,,,245.7,2944.0,,504.9,,,,,118.6,,,,able,33,,,H,F
33450,1298672,,,244.3,,,512.8,,,,,118.9,,,1587.9,able,49,162.6,60.3,H,F
33451,1298673,,,,2750.0,,,,,,,,,,,able,46,,,H,M
33452,1298681,322.0,17.6,189.7,,,,,,,,95.9,1202.0,,,able,32,188.0,84.8,H,M
33453,1298685,,,,2720.0,,,5862.0,6623.0,,,,,,1672.1,able,33,,,H,F
33454,1298686,,,,2901.0,,,,,,,,,,,able,46,,,H,M
33455,1298687,,,,2911.8,,550.4,,6407.0,,,,1386.7,,1701.0,able,63,180.3,83.9,H,M
33456,1298696,,,390.0,,,,,,,,,,,,able,56,,,L,F
33457,1298700,,,,,,,,,,,,,12888.0,,able,23,,,H,F
33458,1298702,,,,3342.8,,,,,,,,1571.4,,,able,45,,,H,M
33459,1298703,,,,2309.7,,,,,,,,,,,able,28,,,H,M
33460,1298725,,,,2505.9,,,5275.1,,,10842.1,,1236.6,13947.0,,able,49,177.8,88.9,H,M
33461,1298729,,,,,,476.2,,,,,,1303.2,,,able,54,185.4,83.9,H,M
33462,1298736,,,,,,505.2,,,,,,1377.9,,,able,34,177.8,79.4,H,M
33463,1298737,,,,2621.1,,469.9,,,,,,1276.6,,,able,27,172.7,73.5,H,M
33464,1298745,,,,2277.8,,415.9,,,,,,1100.5,,,able,52,,,H,M
33465,1298749,,22.9,263.4,,,,,,,,120.4,1381.6,,,able,50,162.6,59.9,L,F
33466,1298759,,,211.1,,,439.8,,,,,97.0,1174.2,,,able,62,,,H,M
33467,1298760,,,214.2,2376.0,,439.2,,7610.0,1130.0,,95.9,,,1400.3,able,52,180.3,73.9,H,M
33468,1298766,,,,,,,,,,,107.3,,,,able,40,180.3,,H,F
33469,1298776,,,,,,,7036.7,,,,,,,,able,47,162.6,60.8,H,F
33470,1298778,,,,,,459.6,5378.9,,,,,1217.3,,,able,52,185.4,106.6,H,M
33471,1298780,,,254.2,,,538.3,,6466.0,,,,1374.8,,,able,39,182.9,88.0,H,M
33472,1298784,,,,2717.5,,,,,,,,1329.6,12718.0,,able,49,180.3,88.5,H,M
33473,1298786,,,254.2,,,498.7,,6611.0,,,,1326.6,,1588.7,able,27,160.0,65.8,H,F
33474,1298789,,,,2187.9,,400.2,5063.9,,,11084.2,,,15445.0,,able,37,195.6,86.2,H,M
33475,1298793,,,,,,,,,,,,,,1330.0,able,14,182.9,,L,M
33476,1298796,,,,,,,,,,,,1268.4,,,able,21,,,L,M
33477,1298798,,,,,,,,,,,,1244.8,,,able,41,,,L,M
33478,1298838,263.0,,233.3,2624.4,,495.5,,6850.0,,,108.6,1274.4,12863.0,1556.9,able,46,,,H,M
33479,1298840,,18.9,,,,417.5,,,,13174.3,,,,,able,18,188.0,77.1,L,M
33480,1298844,,,,2346.5,,,,,,,87.2,,,,able,19,,,H,M
33481,1298853,,,,2957.5,,,,,,,,1404.9,,,able,62,,,H,M
33482,1298857,,,,,,572.6,,,,,148.6,,,,able,30,157.5,52.2,L,F
33483,1298868,,,,,,403.8,,,,,,,,,able,40,,,H,M
33484,1298897,,,,,,419.1,,,,,,1164.6,,,able,33,,,H,M
33485,1298913,,,,2568.3,,443.6,,7579.0,,,,1158.3,14034.0,,able,50,,,H,M
33486,1298915,,,215.2,2405.6,,449.8,,,,,,,,,able,40,175.3,62.1,L,M
33487,1298916,,,,,,,,,,,,1452.0,,,able,47,,,H,F
33488,1298927,,,,,,,,,,11556.6,,,,,able,35,,,H,M
33489,1298937,,,203.8,2486.3,,,,7348.0,,,,1186.2,,,able,41,185.4,91.2,H,M
33490,1298941,,,202.6,,,,,,,,92.1,,,,able,59,,,H,M
33491,1298947,,,245.7,2686.8,,512.9,5840.6,,,,,1348.4,,,able,54,165.0,30.8,H,F
33492,1298950,,,,2388.9,,,,,,,94.3,,,,able,41,,,H,F
33493,1298953,,,,2205.6,,,,,,,,1075.7,,1303.6,able,51,180.3,82.1,H,M
33494,1298957,,,236.0,2847.2,,506.1,6224.5,6459.0,,,,1321.2,,,able,34,170.2,68.0,H,F
33495,1298960,,,,2451.3,,,,,,11197.1,,,,,able,34,,,H,M
33496,1298979,,,,2456.4,,,,,,,,1159.6,,,able,39,,82.6,H,M
33497,1298980,,,307.0,2967.1,,531.3,6630.4,,,,116.7,1430.5,12108.0,1806.1,able,43,188.0,99.8,H,M
33498,1298981,,,,2910.8,,,,6325.0,,,,,,,able,76,177.8,77.1,H,M
33499,1298990,,22.4,,,,533.7,,6357.0,,,129.6,,,,able,35,188.0,79.8,H,M
33500,1299003,,,,,,395.8,,,,,,,,,able,22,,,H,M
33501,1299008,,,,3041.0,,777.0,,,,,125.3,,,1834.8,able,50,,,H,F
33502,1299009,,,,2714.8,,,,,,,,,,,able,50,195.6,129.3,H,M
33503,1299014,,,,2359.4,,423.3,,7302.0,,,,1138.7,14021.0,1387.0,able,33,,,H,M
33504,1299033,,,,2381.9,,,,,,,,,13716.0,,able,34,185.4,92.1,H,M
33505,1299041,,,,,,,,,,,,,11665.0,,able,29,,,L,F
33506,1299044,,,,,,,,,,,,,,2340.0,able,36,,,H,M
33507,1299057,253.0,,247.3,2595.1,,,5663.0,,,,113.9,,,1527.3,able,44,180.3,73.0,H,F
33508,1299059,,,,,,869.7,13093.0,3551.0,651.0,,158.3,,8104.0,,able,11,147.3,34.0,H,F
33509,1299068,,,,2640.1,,,,6916.0,,,,,,,able,45,,,L,M
33510,1299081,,,,,,,,,,,,1424.4,,,able,55,,,H,M
33511,1299082,,,264.7,,,535.2,,,,,,,,,able,54,,,L,M
33512,1299090,,15.7,,2807.8,,,6823.6,,,,,1314.1,,,able,51,,,H,M
33513,1299098,,,,,,457.7,,,,,,1194.4,,,able,52,,,H,M
33514,1299107,,,,,,,,,,,,1284.5,,,able,43,,,H,M
33515,1299116,,,,,,,,,,,,1573.0,,,able,48,,,H,M
33516,1299126,,,283.0,2672.1,,,6048.4,6513.0,,,116.3,1245.0,,,able,52,,,H,F
33517,1299129,,,,,,,,7546.0,,,,,,,able,44,,,H,M
33518,1299130,,,,,,,6840.0,,,,,,,,able,42,,,H,F
33519,1299133,,,,,,,,,,,,1502.5,,1673.3,able,64,162.6,79.4,H,M
33520,1299149,,,597.0,3116.0,,556.0,,,,,,1486.0,,,able,52,165.1,,H,F
33521,1299156,,,,,,,,,,,,1479.1,,,able,15,,,L,F
33522,1299158,,,,,,,,,,,,1208.9,,,able,40,,,H,M
33523,1299163,,,,3329.5,,,,,,,,1756.4,,,able,43,167.6,83.9,H,M
33524,1299164,,,,,,,,,,,,,11594.0,,able,57,,,H,M
33525,1299175,,,,,,,,,,,,1450.8,,,able,31,,,H,M
33526,1299179,,,,,,,,,,,,1331.3,,,able,41,,,H,M
33527,1299188,,,,,,,,,,,,1410.0,,,able,39,,,H,M
33528,1299192,200.0,22.0,332.0,4544.0,,676.0,9732.2,5002.0,622.0,,165.0,1741.0,10798.0,2186.0,able,66,,,H,F
33529,1299193,,,,,,,,7569.0,,,,,,,able,18,,,L,M
33530,1299196,,,,,,855.0,,,,,,,,,able,88,,,L,M
33531,1299198,,,,3249.0,,,,,,,,,,,able,32,,,L,M
33532,1299207,,,,,,,,,,,113.0,1410.0,,,able,63,,,H,M
33533,1299222,,,,3117.8,,543.6,,7005.0,,,,1214.8,12450.0,,able,30,190.5,94.3,H,M
33534,1299225,,,,,,,,,,,,1359.9,,,able,23,172.7,56.7,L,F
33535,1299249,,,,,,424.4,,7413.0,,,,1129.0,,,able,34,,,H,M
33536,1299252,,,219.0,,,441.7,,,,,,1135.7,,1373.0,able,58,182.9,86.2,H,M
33537,1299258,,,222.0,,,437.0,,,,,103.1,1170.5,,,able,37,,,L,M
33538,1299261,310.0,,225.8,2464.7,,,,7283.0,,,,1211.4,14347.0,1469.1,able,63,188.0,68.0,L,M
33539,1299262,,,,,,512.1,,,,,,,,,able,17,,,L,F
33540,1299269,280.0,,,,,,,,,,,,,,able,30,,,L,M
33541,1299272,,,,2351.0,,,,,,,,1511.8,,,able,29,185.4,74.8,L,M
33542,1299277,,,,,,,,,,,,1206.0,,,able,42,185.4,74.8,L,M
33543,1299278,,,219.0,,,,,,,,,,,,able,41,,,H,F
33544,1299280,,,,2590.1,,447.4,,,,,,1231.7,,,able,34,180.3,68.0,L,M
33545,1299283,,,,,,419.3,,,,,,,,,able,15,185.4,73.0,L,M
33546,1299299,,,230.4,,,,,,,,,,,,able,25,,,H,M
33547,1299312,,,199.5,2477.5,,,5826.0,7627.0,,,,,14213.0,,able,32,,,H,M
33548,1299321,,,,,,,,,,,110.9,,,,able,27,170.2,64.9,L,M
33549,1299337,,,,,,,,,,,,1154.7,,,able,16,180.3,59.9,H,M
33550,1299340,,,233.4,,,,,6921.0,,,,,,,able,66,,,H,M
33551,1299344,,22.5,291.7,,,,,,,,126.1,,,,able,55,,,H,F
33552,1299361,,,,,,,,,,,,1165.0,,,able,45,,,H,M
33553,1299366,,,249.0,,,,,,,,,,,,able,48,,,H,M
33554,1299370,,,,3109.0,,,,,,,,1541.0,,,able,35,,,H,F
33555,1299391,,,237.9,,,,,,,,,,,,able,57,,56.7,L,F
33556,1299399,,22.7,282.2,,,,,,757.0,,128.3,1509.2,,,able,15,,,L,F
33557,1299402,,,244.1,,,492.0,,,,,123.6,,,,able,29,,,L,F
33558,1299403,207.0,27.9,331.4,,,,,,662.0,,158.6,1662.8,,,able,13,149.9,31.8,L,F
33559,1299419,,,249.5,,,,,,,,113.3,,,,able,56,,,H,F
33560,1299420,,,,,,576.9,,,,,,1515.4,,,able,44,,,H,M
33561,1299446,,,,,,,,,,,,1198.2,,,able,30,,,H,M
33562,1299449,,,,,,570.9,,,750.0,,,,,,able,47,,,H,M
33563,1299450,,,,3041.0,,574.1,6917.8,5755.0,,,136.5,1529.9,,1819.5,able,38,160.0,88.5,H,F
33564,1299467,,,,2793.0,,,,,,,,,,,able,45,,,L,M
33565,1299471,,,,,,467.1,,,,,,,,,able,40,,117.5,H,M
33566,1299488,,,,,,,,,,,,1700.0,,2219.0,able,57,167.6,67.1,H,F
33567,1299489,,,239.3,,,474.6,,,,,,1313.6,,1572.4,able,55,190.5,111.1,H,M
33568,1299492,,,,,,448.1,,,,,109.4,,,,able,19,172.7,,H,M
33569,1299494,,,,,,547.9,,,,,,,,,able,36,170.2,56.7,L,F
33570,1299506,,,,2446.8,,,,,,,,,,,able,61,,,L,M
33571,1299507,,,,2397.1,,,5485.4,,,,,,14135.0,,able,35,180.3,88.5,H,M
33572,1299508,,,,2292.0,,,,,,,,,,,able,30,,,H,M
33573,1299509,,,,2700.0,,465.0,,,,,,,,,able,57,,,H,M
33574,1299511,,,,,,,,,,16079.6,,,,,able,22,165.1,65.8,H,F
33575,1299518,,18.9,233.5,2649.3,,492.7,,6798.0,1004.0,,103.9,1284.3,13207.0,1711.9,able,69,185.4,77.1,H,M
33576,1299526,,17.4,210.4,,,443.4,,,,11096.0,99.9,,,,able,18,,,L,M
33577,1299527,,,,,,451.6,,7315.0,1105.0,,97.1,,,1457.3,able,32,177.8,66.7,L,M
33578,1299529,,,,,,,,,,,,,13000.0,,able,19,,,L,F
33579,1299531,,,,,,432.8,,7209.0,,,,1156.3,,,able,20,177.8,66.7,L,M
33580,1299535,,,,,,515.8,,,,,,,,,able,57,182.9,85.3,H,M
33581,1299550,,,,,,,,,,,,1441.9,,,able,48,,,H,F
33582,1299557,,,,,,,6327.4,6054.0,,,,1534.5,12250.0,,able,37,185.4,78.9,H,M
33583,1299558,,,,,,736.8,,,,,,1732.0,,,able,33,,,H,M
33584,1299559,,,252.0,,,,,,,,,,,,able,16,,,L,F
33585,1299567,,,,,,480.0,,,,,,,,,able,43,167.6,59.0,H,F
33586,1299584,,,220.4,2582.5,,500.0,,7224.0,,,115.0,1213.3,,,able,44,,,H,M
33587,1299590,,,,,,,,7235.0,,,,,,,able,20,182.9,67.1,L,M
33588,1299598,,,,,,499.3,,,,,,,,,able,36,182.9,72.1,H,M
33589,1299610,308.0,,209.7,2383.9,,431.3,5164.9,7610.0,,,99.4,1144.9,14717.0,1392.9,able,63,177.8,83.9,H,M
33590,1299630,246.0,,277.4,3134.5,,584.8,,5753.0,852.0,18407.1,129.6,1497.2,,1887.0,able,34,167.6,71.2,H,F
33591,1299634,,,,2652.3,,,,6880.0,,,,1285.4,,,able,43,,,L,F
33592,1299645,,,,,,,,,,,,1598.0,,,able,47,,,L,F
33593,1299652,,,,,,,4805.0,,,,,,,,able,19,,,L,M
33594,1299653,,,,,,466.0,,,,,,1198.5,,,able,54,182.9,96.2,H,M
33595,1299654,,,,,,,,5685.0,,,,,,,able,51,182.9,97.5,H,M
33596,1299670,,,,2816.0,,,,,,,114.4,,,,able,72,180.3,97.5,H,M
33597,1299673,,,,,,391.8,,8227.0,,,,1089.5,,,able,39,198.1,111.1,H,M
33598,1299675,,,251.5,,,531.9,6747.1,6021.0,,,,1382.1,12204.0,,able,44,,,L,F
33599,1299691,,,,,,,,6930.0,,,,,14021.0,,able,68,180.3,88.0,H,M
33600,1299692,,,,,,,,,,,,,,1604.4,able,51,170.2,,H,F
33601,1299693,,,,,,,,,,,,1326.4,,,able,25,,,L,M
33602,1299695,,,,2700.0,,,,,,,,,,,able,61,,,H,F
33603,1299699,,,,,,401.9,,,,,,,,,able,21,,,H,M
33604,1299723,,,,,,,,6804.0,,,,1363.2,11929.0,1644.1,able,17,,,L,M
33605,1299732,,,,,,,,,,10350.3,,,,,able,35,182.0,93.4,H,M
33606,1299745,,,,2955.0,,,,,,,,1467.0,,,able,57,162.6,57.6,L,F
33607,1299748,,,377.8,,,,,,,,,,,,able,12,,,L,M
33608,1299754,,,,,,,,6970.0,,,,,,,able,52,,,H,M
33609,1299755,,,,,,438.3,,,,,,,,,able,33,,,H,M
33610,1299757,,,283.3,,,,,,,,124.2,,,,able,49,,,H,F
33611,1299764,,,,,,,,,,,,1286.6,,,able,47,188.0,74.8,H,M
33612,1299785,,,278.6,,,589.0,,,,,,1698.2,,,able,62,172.7,69.9,H,F
33613,1299787,,,,2620.2,,459.2,,,,,,1315.8,13730.0,1542.0,able,15,,,L,M
33614,1299794,,,,,,386.5,4959.0,,,10757.0,87.0,1026.5,,,able,28,180.3,93.0,H,M
33615,1299803,,,,,,,,,,,,1204.0,,,able,16,,,L,M
33616,1299804,,,,,,573.5,,,,,,,,,able,43,,,H,F
33617,1299808,,,,,,,,,,,,,,1497.5,able,52,195.6,120.2,H,M
33618,1299810,,,,,,,,,,,150.0,,,,able,36,,,H,M
33619,1299813,,,,,,406.7,,,,,,,,,able,31,,,H,M
33620,1299815,,,,,,,,6562.0,,,,,,,able,25,,,H,F
33621,1299816,,,,,,,,,,,,1324.0,,,able,35,177.8,99.8,H,F
33622,1299821,,,,,,570.8,,,,,,,,,able,34,,,H,M
33623,1299843,,,,2500.4,,457.0,,7361.0,,,108.6,1192.0,,1458.9,able,45,,,H,M
33624,1299845,,,,,,,,,,,,,13337.0,,able,50,,,H,M
33625,1299853,,,,,,426.4,5625.9,,,,,1157.0,,1413.4,able,33,195.6,97.1,H,M
33626,1299857,,,,,,480.0,,,,,,,,,able,37,,,H,M
33627,1299873,,,,3595.8,,608.0,,,,,,,,,able,45,,,H,F
33628,1299888,,,,2813.3,,,5922.0,7081.0,,,,,13446.0,1565.2,able,56,172.7,89.8,H,M
33629,1299910,,,,,,,,7276.0,,,,1189.8,,,able,42,,,L,M
33630,1299918,,,,,,464.1,,,,,,1312.1,,,able,35,,,H,M
33631,1299924,,,,,,,,,,,,1512.0,,,able,65,,,H,F
33632,1299941,,,,,,543.0,,5977.0,,,,,,,able,54,175.3,72.1,H,M
33633,1299945,,,,,,619.5,,,,,150.0,1760.1,10205.0,,able,49,162.6,59.9,H,F
33634,1299947,265.0,22.5,238.5,2839.4,,510.5,,6626.0,973.0,,115.6,1339.2,,1673.4,able,53,180.3,86.6,H,M
33635,1299952,,19.4,209.4,,,457.6,,,,,,,,,able,55,182.9,71.2,L,M
33636,1299958,,,,,,,,,,,,1560.0,,,able,69,,,H,M
33637,1299962,,,,2606.5,,465.2,,,,,,1228.3,,,able,35,188.0,88.0,H,M
33638,1299972,,,,,,,,,,,,1253.0,,,able,36,,,H,M
33639,1299980,,,,,,,,,905.0,,,,,,able,51,,,H,F
33640,1299991,,,330.0,,,,,,,,,,,,able,59,,,H,F
33641,1299992,,,,,,,,,,,84.8,,,,able,17,,,H,M
33642,1300012,,,225.4,2603.9,,481.4,,6278.0,,,,1408.0,,,able,44,,,L,M
33643,1300014,,,,2368.8,,434.2,5172.1,7727.0,1137.0,,93.7,1188.3,13573.0,1404.0,able,41,175.3,83.0,H,M
33644,1300020,,,,3727.8,,,,,,,,,,,able,37,,,H,F
33645,1300024,,,270.1,,,566.7,,,,,,,,,able,16,,,L,F
33646,1300026,,,,3154.8,,530.5,,6172.0,,,118.3,1449.8,,,able,52,165.1,65.8,L,M
33647,1300042,,,289.1,4154.3,,,,4658.0,,,,,10095.0,,able,39,154.9,90.7,H,F
33648,1300044,,,,,,,,,,,,,,1423.1,able,41,,,H,M
33649,1300050,,,,,,681.0,,,,,,,,,able,51,,,H,M
33650,1300056,,21.6,251.1,2840.6,,,,6572.0,,,,,,1623.7,able,45,,,H,F
33651,1300064,,,,,,,,,,23565.6,,,,,able,15,157.5,,H,F
33652,1300065,,,,2916.2,,,,,,,,,,,able,57,172.7,70.3,H,M
33653,1300068,,,,,,506.2,,,,,,,,,PR3 (GD),16,165.1,55.8,L,F
33654,1300070,,,,,,,,,,,,1643.0,,,able,50,177.8,106.6,H,M
33655,1300075,,,236.4,,,484.3,,,,,,,,1573.8,able,59,,,H,F
33656,1300079,,,259.3,2664.6,,579.0,6292.3,6724.0,,,114.3,1378.7,,,able,54,177.8,97.5,H,M
33657,1300082,307.0,,,2411.2,,461.7,5632.6,7555.0,,12089.8,102.3,1171.5,14253.0,1519.4,able,58,190.5,101.2,H,M
33658,1300087,,,251.5,,,494.4,,,,,,1271.6,,,able,52,,,L,M
33659,1300112,,,,,,566.3,,,,,,,,,able,35,,,H,F
33660,1300117,,,319.0,,,621.3,,,,,136.6,,,,able,14,,,L,F
33661,1300123,,,,,,570.6,,,,,,,,1800.0,able,14,,,L,F
33662,1300124,221.0,,,,,,,,,,,,,,able,34,,,H,M
33663,1300133,,,485.2,,,,,,,,,,,,able,45,167.6,76.2,H,M
33664,1300162,,,,,,,4964.7,,,,,,,,able,31,,,H,M
33665,1300166,,,,2887.5,,,,,,,,,,,able,30,,,L,F
33666,1300171,,,,,,528.8,,,,,120.0,,,,able,14,,,L,F
33667,1300174,,,,2872.0,,,,,,,,,,,able,50,,,H,F
33668,1300180,,,,,,526.6,,,,,,,,,able,31,,,L,M
33669,1300181,340.0,17.2,219.4,,,,,,,,95.0,,,,able,64,,,H,M
33670,1300189,,,,,,527.6,,,,,,,,,able,54,185.4,77.1,L,M
33671,1300206,305.0,,237.0,,,500.3,,,,,107.0,1310.6,,,able,15,,54.9,L,M
33672,1300209,,,,2526.1,,,,7141.0,,,,,,,able,43,,,H,F
33673,1300210,,,,,,,,,,,118.4,,,,able,25,,,H,F
33674,1300219,,,,2608.2,,463.4,6083.0,7151.0,,,,1291.2,,,able,46,177.8,79.8,H,M
33675,1300220,300.0,,,,,514.5,,,,,,,,,able,16,,,L,M
33676,1300221,,,,,,523.1,,,,,,1331.7,,,able,30,177.8,86.2,H,M
33677,1300226,,,,,,,,,,,,1813.8,,,able,57,,,H,F
33678,1300230,,22.5,,,,,,5495.0,,,,1526.2,,,able,56,,,H,F
33679,1300240,295.0,,251.8,2656.3,,,,6981.0,,,118.2,1340.0,13118.0,1486.8,able,51,,,H,M
33680,1300243,,,,,,566.0,,5913.0,,,,1474.8,,,able,34,,,L,F
33681,1300244,,,,2252.5,,423.5,4887.9,,,,,,15624.0,,able,48,193.0,76.2,H,M
33682,1300249,,,,3243.7,,,6808.9,,,,,,,,able,35,,50.8,L,F
33683,1300257,,,,,,461.2,,7051.0,,,,,,,able,62,,,H,M
33684,1300258,,,,,,,,,813.0,,,,,,able,57,185.4,98.9,H,M
